Addendum BB -- Final ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2021 (Including Ancillary Services for Which Payment is Packaged)							
CPT codes and descriptions only are copyright 2020 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2020 American Dental Association.  All Rights Reserved.							
							
HCPCS Code		Short Descriptor	CY 2021 Comment Indicator	Drug Pass-Through Expiration during Calendar Year	Final CY 2021 Payment Indicator	Final CY 2021 Payment Weight  	Final CY 2021 Payment Rate 
J9354		"Inj, ado-trastuzumab emt 1mg"			K2		$32.85
J9355		Inj trastuzumab excl biosimi			K2		$97.92
J9356		"Inj. herceptin hylecta, 10mg"			K2		$74.59
J9357		Valrubicin injection			K2		"$1,513.40"
J9358		Inj fam-trastu deru-nxki 1mg	NC		K2		$24.13
J9360		Vinblastine sulfate inj			N1		
J9370		Vincristine sulfate 1 mg inj			N1		
J9371		"Inj, vincristine sul lip 1mg"			K2		"$3,320.40"
J9390		Vinorelbine tartrate inj			N1		
J9395		"Injection, fulvestrant"			K2		$54.77
J9400		"Inj, ziv-aflibercept, 1mg"			K2		$8.50
J9600		Porfimer sodium injection			K2		"$21,856.35"
J9999		Chemotherapy drug			N1		
L8600		Implant breast silicone/eq			N1		
L8603		Collagen imp urinary 2.5 ml			N1		
L8604		Dextranomer/hyaluronic acid			N1		
L8605		Inj bulking agent anal canal			N1		
L8606		Synthetic implnt urinary 1ml			N1		
L8607		Inj vocal cord bulking agent			N1		
L8609		Artificial cornea			N1		
L8610		Ocular implant			N1		
L8612		Aqueous shunt prosthesis			N1		
L8613		Ossicular implant			N1		
L8614		Cochlear device			N1		
L8630		Metacarpophalangeal implant			N1		
L8631		Mcp joint repl 2 pc or more			N1		
L8641		Metatarsal joint implant			N1		
L8642		Hallux implant			N1		
L8658		Interphalangeal joint spacer			N1		
L8659		Interphalangeal joint repl			N1		
L8670		"Vascular graft, synthetic"			N1		
L8679		Imp neurosti pls gn any type			N1		
L8682		Implt neurostim radiofq rec			N1		
L8690		"Aud osseo dev, int/ext comp"			N1		
L8699		Prosthetic implant nos			N1		
L9900		O&p supply/accessory/service			N1		
P9041		"Albumin (human),5%, 50ml"			K2		$10.49
P9045		"Albumin (human), 5%, 250 ml"			K2		$52.45
P9046		"Albumin (human), 25%, 20 ml"			K2		$20.98
P9047		"Albumin (human), 25%, 50ml"			K2		$52.45
P9050		"Granulocytes, pheresis unit"			K5		
Q0138		"Ferumoxytol, non-esrd"			K2		$0.93
Q0139		"Ferumoxytol, esrd use"			K2		$0.93
Q0161		Chlorpromazine hcl 5mg oral			N1		
Q0162		Ondansetron oral			N1		
Q0163		Diphenhydramine hcl 50mg			N1		
Q0164		Prochlorperazine maleate 5mg			N1		
Q0166		Granisetron hcl 1 mg oral			N1		
Q0167		Dronabinol 2.5mg oral			N1		
Q0169		Promethazine hcl 12.5mg oral			N1		
Q0173		Trimethobenzamide hcl 250mg			N1		
Q0174		Thiethylperazine maleate10mg			K5		
Q0175		Perphenazine 4mg oral			N1		
Q0177		Hydroxyzine pamoate 25mg			N1		
Q0180		Dolasetron mesylate oral			N1		
Q0181		Unspecified oral anti-emetic			N1		
Q0239		Bamlanivimab-xxxx	NI		L1		
Q0515		Sermorelin acetate injection			K5		
Q2004		Bladder calculi irrig sol			N1		
Q2009		Fosphenytoin inj pe	CH		N1		
Q2017		"Teniposide, 50 mg"			K2		"$2,645.71"
Q2026		Radiesse injection			K2		$257.37
Q2028		"Inj, sculptra, 0.5mg"			K2		$2.49
Q2034	**	Agriflu vaccine			L1		
Q2035	**	"Afluria vacc, 3 yrs & >, im"			L1		
Q2036	**	"Flulaval vacc, 3 yrs & >, im"			L1		
Q2037	**	"Fluvirin vacc, 3 yrs & >, im"			L1		
Q2038	**	"Fluzone vacc, 3 yrs & >, im"			L1		
Q2039	**	"Influenza virus vaccine, nos"			L1		
Q2043		Sipuleucel-t auto cd54+			K2		"$49,649.41"
Q2049		Imported lipodox inj			K2		$311.04
Q2050		Doxorubicin inj 10mg			K2		$298.80
Q3027		Inj beta interferon im 1 mcg			K2		$54.42
Q3031		Collagen skin test			N1		
Q4100		"Skin substitute, nos"			N1		
Q4101		Apligraf			N1		
Q4102		Oasis wound matrix			N1		
Q4103		Oasis burn matrix			N1		
Q4104		Integra bmwd			N1		
Q4105		Integra drt or omnigraft			N1		
Q4106		Dermagraft			N1		
Q4107		Graftjacket			N1		
Q4108		Integra matrix			N1		
Q4110		Primatrix			N1		
Q4111		Gammagraft			N1		
Q4112		Cymetra injectable			N1		
Q4113		Graftjacket xpress			N1		
Q4114		Integra flowable wound matri			N1		
Q4115		Alloskin			N1		
Q4116		Alloderm			N1		
Q4117		Hyalomatrix			N1		
Q4118		Matristem micromatrix			N1		
Q4121		Theraskin			N1		
Q4122		"Dermacell, awm, porous sq cm"			N1		
Q4123		Alloskin			N1		
Q4124		Oasis tri-layer wound matrix			N1		
Q4125		Arthroflex			N1		
Q4126		Memoderm/derma/tranz/integup			N1		
Q4127		Talymed			N1		
Q4128		Flexhd/allopatchhd/matrixhd			N1		
Q4130		Strattice tm			N1		
Q4132		"Grafix core, grafixpl core"			N1		
Q4133		Grafix stravix prime pl sqcm			N1		
Q4134		Hmatrix			N1		
Q4135		Mediskin			N1		
Q4136		Ezderm			N1		
Q4137		Amnioexcel biodexcel 1sq cm			N1		
Q4138		"Biodfence dryflex, 1cm"			N1		
Q4139		"Amnio or biodmatrix, inj 1cc"			N1		
Q4140		Biodfence 1cm			N1		
Q4141		"Alloskin ac, 1 cm"			N1		
Q4142		Xcm biologic tiss matrix 1cm			N1		
Q4143		"Repriza, 1cm"			N1		
Q4145		"Epifix, inj, 1mg"			N1		
Q4146		"Tensix, 1cm"			N1		
Q4147		Architect ecm px fx 1 sq cm			N1		
Q4148		Neox neox rt or clarix cord			N1		
Q4149		"Excellagen, 0.1 cc"			N1		
Q4150		Allowrap ds or dry 1 sq cm			N1		
Q4151		"Amnioband, guardian 1 sq cm"			N1		
Q4152		Dermapure 1 square cm			N1		
Q4153		"Dermavest, plurivest sq cm"			N1		
Q4154		Biovance 1 square cm			N1		
Q4155		Neoxflo or clarixflo 1 mg			N1		
Q4156		Neox 100 or clarix 100			N1		
Q4157		Revitalon 1 square cm			N1		
Q4158		"Kerecis omega3, per sq cm"			N1		
Q4159		Affinity1 square cm			N1		
Q4160		Nushield 1 square cm			N1		
Q4161		Bio-connekt per square cm			N1		
Q4162		"Wndex flw, bioskn flw, 0.5cc"			N1		
Q4163		"Woundex, bioskin, per sq cm"			N1		
Q4164		"Helicoll, per square cm"			N1		
Q4165		"Keramatrix, kerasorb sq cm"			N1		
Q4166		"Cytal, per square centimeter"			N1		
Q4167		"Truskin, per sq centimeter"			N1		
Q4168		"Amnioband, 1 mg"			N1		
Q4169		"Artacent wound, per sq cm"			N1		
Q4170		"Cygnus, per sq cm"			N1		
Q4171		"Interfyl, 1 mg"			N1		
Q4173		Palingen or palingen xplus			N1		
Q4174		Palingen or promatrx			N1		
Q4175		Miroderm			N1		
Q4176		"Neopatch, per sq centimeter"			N1		
Q4177		"Floweramnioflo, 0.1 cc"			N1		
Q4178		"Floweramniopatch, per sq cm"			N1		
Q4179		"Flowerderm, per sq cm"			N1		
Q4180		"Revita, per sq cm"			N1		
Q4181		"Amnio wound, per square cm"			N1		
Q4182		"Transcyte, per sq centimeter"			N1		
Q4183		"Surgigraft, 1 sq cm"			N1		
Q4184		Cellesta or duo per sq cm			N1		
Q4185		Cellesta flowab amnion 0.5cc			N1		
Q4186		Epifix 1 sq cm			N1		
Q4187		Epicord 1 sq cm			N1		
Q4188		Amnioarmor 1 sq cm			N1		
Q4189		"Artacent ac, 1 mg"			N1		
Q4190		Artacent ac 1 sq cm			N1		
Q4191		Restorigin 1 sq cm			N1		
Q4192		"Restorigin, 1 cc"			N1		
Q4193		Coll-e-derm 1 sq cm			N1		
Q4194		Novachor 1 sq cm			N1		
Q4195		Puraply 1 sq cm			N1		
Q4196		Puraply am 1 sq cm			N1		
Q4197		Puraply xt 1 sq cm			N1		
Q4198		Genesis amnio membrane 1sqcm			N1		
Q4200		Skin te 1 sq cm			N1		
Q4201		Matrion 1 sq cm			N1		
Q4202		"Keroxx (2.5g/cc), 1cc"			N1		
Q4203		"Derma-gide, 1 sq cm"			N1		
Q4204		Xwrap 1 sq cm			N1		
Q4205		Membrane graft or wrap sq cm			N1		
Q4206		Fluid flow or fluid gf 1 cc			N1		
Q4208		Novafix per sq cm			N1		
Q4209		Surgraft per sq cm			N1		
Q4210		Axolotl graf dualgraf sq cm			N1		
Q4211		Amnion bio or axobio sq cm			N1		
Q4214		Cellesta cord per sq cm			N1		
Q4216		Artacent cord per sq cm			N1		
Q4217		Woundfix biowound plus xplus			N1		
Q4218		Surgicord per sq cm			N1		
Q4219		Surgigraft dual per sq cm			N1		
Q4220		"Bellacell hd, surederm sq cm"			N1		
Q4221		Amniowrap2 per sq cm			N1		
Q4222		"Progenamatrix, per sq cm"			N1		
Q4226		Myown harv prep proc sq cm			N1		
Q4227		Amniocore per sq cm	NC		N1		
Q4228		"Bionextpatch, per sq cm"	NC		N1		
Q4229		Cogenex amnio memb per sq cm	NC		N1		
Q4230		Cogenex flow amnion 0.5 cc	NC		N1		
Q4231		"Corplex p, per cc"	NC		N1		
Q4232		"Corplex, per sq cm"	NC		N1		
Q4233		Surfactor /nudyn per 0.5 cc	NC		N1		
Q4234		"Xcellerate, per sq cm"	NC		N1		
Q4235		Amniorepair or altiply sq cm	NC		N1		
Q4236		Carepatch per sq cm	NC		N1		
Q4237		"Cryo-cord, per sq cm"	NC		N1		
Q4238		"Derm-maxx, per sq cm"	NC		N1		
Q4239		Amnio-maxx or lite per sq cm	NC		N1		
Q4240		Corecyte topical only 0.5 cc	NC		N1		
Q4241		"Polycyte, topical only 0.5cc"	NC		N1		
Q4242		"Amniocyte plus, per 0.5 cc"	NC		N1		
Q4244		"Procenta, per 200 mg"	NC		N1		
Q4245		"Amniotext, per cc"	NC		N1		
Q4246		"Coretext or protext, per cc"	NC		N1		
Q4247		"Amniotext patch, per sq cm"	NC		N1		
Q4248		Dermacyte amn mem allo sq cm	NC		N1		
Q4249		"Amniply, per sq cm"			N1		
Q4250		AmnioAMP-MP per sq cm			N1		
Q4254		Novafix dl per sq cm			N1		
Q4255		"Reguard, topical use per sq"			N1		
Q5101		"Injection, zarxio"			K2		$0.41
Q5103		"Injection, inflectra"			K2		$43.06
Q5104		"Injection, renflexis"		*	K2		$42.09
Q5105		Inj retacrit esrd on dialysi	CH	*	N1		
Q5106		Inj retacrit non-esrd use		*	K2		$8.55
Q5107		Inj mvasi 10 mg			K2		$56.73
Q5108		"Injection, fulphila"			K2		$248.16
Q5109		"Injection, ixifi, 10 mg"			K5		
Q5110		Nivestym			K2		$0.52
Q5111		"Injection, udenyca 0.5 mg"			K2		$267.79
Q5112		Inj ontruzant 10 mg	CH		K2		$88.17
Q5113		Inj herzuma 10 mg	CH		K2		$86.43
Q5114		Inj ogivri 10 mg	CH		K2		$73.06
Q5115		Inj truxima 10 mg	CH		K2		$68.50
Q5116		"Inj., trazimera, 10 mg"	CH		K2		$74.02
Q5117		"Inj., kanjinti, 10 mg"			K2		$72.50
Q5118		"Inj., zirabev, 10 mg"	CH		K2		$59.47
Q5119		"Inj ruxience, 10 mg"	NC		K2		$67.32
Q5120		Inj pegfilgrastim-bmez 0.5mg	NC		K2		$297.96
Q5121		"Inj. avsola, 10 mg"	NC		K2		$51.50
Q5122		"Inj, nyvepria"	NI		K5		
Q9950		Inj sulf hexa lipid microsph			N1		
Q9951		"Locm >= 400 mg/ml iodine,1ml"			N1		
Q9953		"Inj fe-based mr contrast,1ml"			N1		
Q9954		"Oral mr contrast, 100 ml"			N1		
Q9955		"Inj perflexane lip micros,ml"			N1		
Q9956		"Inj octafluoropropane mic,ml"			N1		
Q9957		"Inj perflutren lip micros,ml"			N1		
Q9958		"Hocm <=149 mg/ml iodine, 1ml"			N1		
Q9959		"Hocm 150-199mg/ml iodine,1ml"			N1		
Q9960		"Hocm 200-249mg/ml iodine,1ml"			N1		
Q9961		"Hocm 250-299mg/ml iodine,1ml"			N1		
Q9962		"Hocm 300-349mg/ml iodine,1ml"			N1		
Q9963		"Hocm 350-399mg/ml iodine,1ml"			N1		
Q9964		"Hocm>= 400mg/ml iodine, 1ml"			N1		
Q9965		"Locm 100-199mg/ml iodine,1ml"			N1		
Q9966		"Locm 200-299mg/ml iodine,1ml"			N1		
Q9967		"Locm 300-399mg/ml iodine,1ml"			N1		
Q9968		Visualization adjunct			K2		$6.20
Q9982		Flutemetamol f18 diagnostic			N1		
Q9983		Florbetaben f18 diagnostic			N1		
Q9991		Buprenorph xr 100 mg or less		*	K2		"$1,737.26"
Q9992		Buprenorphine xr over 100 mg		*	K2		"$1,737.26"
V2630		Anter chamber intraocul lens			N1		
V2631		Iris support intraoclr lens			N1		
V2632		Post chmbr intraocular lens			N1		
V2785		Corneal tissue processing			F4		
V2790		Amniotic membrane			N1		
							
							
NOTE 1:  The Medicare program payment is 80 percent of the total payment amount and beneficiary coinsurance is 20 percent of the total payment amount except for most preventive services.  Sections 4104 and 10406 of the Affordable Care Act (ACA) waive coinsurance and the Part B deductible for most preventive services.  These preventive services are identified with a double asterisk (**).							
							
							
"NOTE 2:  In general, payment indicators Z2 and Z3 (certain radiology or diagnostic services) are based on a comparison of the proposed rates according to the ASC standard ratesetting methodology and the MPFS final rates effective January 1, 2021. For a discussion of the MPFS rates, we refer readers to the CY 2021 MPFS final rule."							
							
