Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)						
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.						
						
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	July 2024  Payment Indicator	July 2024  Payment Weight  	July 2024 Payment Rate 
57420		Exam of vagina w/scope	Y	P3		$71.90
57421		Exam/biopsy of vag w/scope	Y	P3		$93.20
57425		Laparoscopy surg colpopexy	Y	G2	84.84	"$4,540.13"
57426		Revise prosth vag graft lap	Y	G2	58.9896	"$3,156.77"
57452		Exam of cervix w/scope	Y	P3		$69.58
57454		Bx/curett of cervix w/scope	Y	P3		$79.22
57455		Biopsy of cervix w/scope	Y	P3		$85.55
57456		Endocerv curettage w/scope	Y	P3		$81.55
57460		Bx of cervix w/scope leep	Y	P3		$204.72
57461		Conz of cervix w/scope leep	Y	P3		$217.37
57500		Biopsy of cervix	Y	P3		$107.51
57505		Endocervical curettage	Y	P3		$109.85
57510		Cauterization of cervix	Y	P3		$94.53
57511		Cryocautery of cervix	Y	P3		$125.16
57513		Laser surgery of cervix	Y	A2	29.6384	"$1,586.07"
57520		Conization of cervix	Y	A2	29.6384	"$1,586.07"
57522		Conization of cervix	Y	A2	29.6384	"$1,586.07"
57530		Removal of cervix	Y	A2	39.9023	"$2,135.33"
57550		Removal of residual cervix	Y	A2	39.9023	"$2,135.33"
57556		Remove cervix repair bowel	Y	A2	39.9023	"$2,135.33"
57558		D&c of cervical stump	Y	A2	29.6384	"$1,586.07"
57700		Revision of cervix	Y	A2	29.6384	"$1,586.07"
57720		Revision of cervix	Y	A2	29.6384	"$1,586.07"
57800		Dilation of cervical canal	Y	P3		$48.27
58100		Biopsy of uterus lining	Y	P3		$54.93
58110		Bx done w/colposcopy add-on	N	N1		
58120		Dilation and curettage	Y	A2	29.6384	"$1,586.07"
58145		Myomectomy vag method	Y	A2	29.6384	"$1,586.07"
58260		Vaginal hysterectomy	Y	G2	39.9023	"$2,135.33"
58262		Vag hyst including t/o	Y	G2	39.9023	"$2,135.33"
58301		Remove intrauterine device	N	P3		$61.59
58321		Artificial insemination	Y	P3		$46.60
58322		Artificial insemination	Y	P3		$48.93
58323		Sperm washing	Y	P3		$5.99
58340		Catheter for hysterography	N	N1		
58345		Reopen fallopian tube	Y	R2	29.6384	"$1,586.07"
58346		Insert heyman uteri capsule	Y	A2	39.9023	"$2,135.33"
58350		Reopen fallopian tube	Y	A2	39.9023	"$2,135.33"
58353		Endometr ablate thermal	Y	A2	39.9023	"$2,135.33"
58356		Endometrial cryoablation	Y	J8	62.4377	"$3,341.29"
58541		Lsh uterus 250 g or less	Y	G2	84.84	"$4,540.13"
58542		Lsh w/t/o ut 250 g or less	Y	G2	84.84	"$4,540.13"
58543		Lsh uterus above 250 g	Y	G2	84.84	"$4,540.13"
58544		Lsh w/t/o uterus above 250 g	Y	G2	84.84	"$4,540.13"
58545		Laparoscopic myomectomy	Y	A2	50.5505	"$2,705.16"
58546		Laparo-myomectomy complex	Y	A2	84.84	"$4,540.13"
58550		Laparo-asst vag hysterectomy	Y	A2	50.5505	"$2,705.16"
58552		Laparo-vag hyst incl t/o	Y	G2	84.84	"$4,540.13"
58553		Laparo-vag hyst complex	Y	G2	84.84	"$4,540.13"
58554		Laparo-vag hyst w/t/o compl	Y	G2	84.84	"$4,540.13"
58555		Hysteroscopy dx sep proc	Y	A2	29.6384	"$1,586.07"
58558		Hysteroscopy biopsy	Y	A2	29.6384	"$1,586.07"
58559		Hysteroscopy lysis	Y	A2	39.9023	"$2,135.33"
58560		Hysteroscopy resect septum	Y	A2	39.9023	"$2,135.33"
58561		Hysteroscopy remove myoma	Y	A2	39.9023	"$2,135.33"
58562		Hysteroscopy remove fb	Y	A2	29.6384	"$1,586.07"
58563		Hysteroscopy ablation	Y	A2	39.9023	"$2,135.33"
58565		Hysteroscopy sterilization	Y	J8	50.2553	"$2,689.36"
58570		Tlh uterus 250 g or less	Y	G2	84.84	"$4,540.13"
58571		Tlh w/t/o 250 g or less	Y	G2	84.84	"$4,540.13"
58572		Tlh uterus over 250 g	Y	G2	84.84	"$4,540.13"
58573		Tlh w/t/o uterus over 250 g	Y	G2	84.84	"$4,540.13"
58580		Transcrv abltj utrn fibrd rf	Y	J8	74.2953	"$3,975.84"
58600		Division of fallopian tube	Y	G2	29.6384	"$1,586.07"
58615		Occlude fallopian tube(s)	Y	G2	29.6384	"$1,586.07"
58660		Laparoscopy lysis	Y	A2	50.5505	"$2,705.16"
58661		Laparoscopy remove adnexa	Y	A2	50.5505	"$2,705.16"
58662		Laparoscopy excise lesions	Y	A2	50.5505	"$2,705.16"
58670		Laparoscopy tubal cautery	Y	A2	50.5505	"$2,705.16"
58671		Laparoscopy tubal block	Y	A2	50.5505	"$2,705.16"
58672		Laparoscopy fimbrioplasty	Y	A2	50.5505	"$2,705.16"
58673		Laparoscopy salpingostomy	Y	A2	84.84	"$4,540.13"
58674		Laps abltj uterine fibroids	Y	G2	84.84	"$4,540.13"
58800		Drainage of ovarian cyst(s)	Y	A2	29.6384	"$1,586.07"
58805		Drainage of ovarian cyst(s)	Y	G2	29.6384	"$1,586.07"
58820		Drain ovary abscess open	Y	A2	29.6384	"$1,586.07"
58900		Biopsy of ovary(s)	Y	A2	29.6384	"$1,586.07"
58970		Retrieval of oocyte	Y	A2	7.7918	$416.97
58974		Transfer of embryo	Y	A2	7.7918	$416.97
58976		Transfer of embryo	Y	A2	3.1095	$166.40
59000		Amniocentesis diagnostic	Y	P3		$62.25
59001		Amniocentesis therapeutic	Y	R2	3.1095	$166.40
59012		Fetal cord puncture prenatal	Y	G2	3.1095	$166.40
59015		Chorion biopsy	Y	P3		$63.24
59020		Fetal contract stress test	Y	P3		$43.28
59025		Fetal non-stress test	Y	P3		$26.96
59070		Transabdom amnioinfus w/us	Y	G2	3.1095	$166.40
59072		Umbilical cord occlud w/us	Y	J8	4.1669	$222.99
59074		Fetal fluid drainage w/us	Y	G2	3.1095	$166.40
59076		Fetal shunt placement w/us	Y	G2	3.1095	$166.40
59100		Remove uterus lesion	Y	R2	39.9023	"$2,135.33"
59150		Treat ectopic pregnancy	Y	G2	50.5505	"$2,705.16"
59151		Treat ectopic pregnancy	Y	G2	50.5505	"$2,705.16"
59160		D & c after delivery	Y	A2	29.6384	"$1,586.07"
59200		Insert cervical dilator	Y	P3		$71.23
59300		Episiotomy or vaginal repair	Y	P3		$126.83
59320		Revision of cervix	Y	A2	29.6384	"$1,586.07"
59412		Antepartum manipulation	Y	G2	29.6384	"$1,586.07"
59414		Deliver placenta	Y	G2	29.6384	"$1,586.07"
59812		Treatment of miscarriage	Y	A2	29.6384	"$1,586.07"
59820		Care of miscarriage	Y	A2	29.6384	"$1,586.07"
59821		Treatment of miscarriage	Y	A2	29.6384	"$1,586.07"
59840		Abortion	Y	A2	29.6384	"$1,586.07"
59841		Abortion	Y	A2	29.6384	"$1,586.07"
59866		Abortion (mpr)	Y	G2	3.1095	$166.40
59870		Evacuate mole of uterus	Y	A2	29.6384	"$1,586.07"
59871		Remove cerclage suture	N	A2	29.6384	"$1,586.07"
60000		Drain thyroid/tongue cyst	Y	A2	12.4595	$666.76
60100		Biopsy of thyroid	Y	P3		$51.93
60200		Remove thyroid lesion	Y	A2	50.5505	"$2,705.16"
60210		Partial thyroid excision	Y	G2	50.5505	"$2,705.16"
60212		Partial thyroid excision	Y	G2	50.5505	"$2,705.16"
60220		Partial removal of thyroid	Y	G2	50.5505	"$2,705.16"
60225		Partial removal of thyroid	Y	G2	50.5505	"$2,705.16"
60240		Removal of thyroid	Y	G2	50.5505	"$2,705.16"
60260		Repeat thyroid surgery	Y	G2	51.5848	"$2,760.51"
60280		Remove thyroid duct lesion	Y	A2	50.5505	"$2,705.16"
60281		Remove thyroid duct lesion	Y	A2	50.5505	"$2,705.16"
60300		Aspir/inj thyroid cyst	Y	P3		$71.23
60500		Explore parathyroid glands	Y	G2	51.5848	"$2,760.51"
60512		Autotransplant parathyroid	N	N1		
61000		Remove cranial cavity fluid	Y	R2	6.7027	$358.69
61001		Remove cranial cavity fluid	Y	R2	6.7027	$358.69
61020		Remove brain cavity fluid	Y	A2	8.8343	$472.76
61026		Injection into brain canal	Y	A2	6.7027	$358.69
61050		Remove brain canal fluid	Y	A2	2.8707	$153.62
61055		Injection into brain canal	Y	A2	2.8707	$153.62
61070		Brain canal shunt procedure	Y	A2	6.7027	$358.69
61215		Insert brain-fluid device	Y	A2	56.2926	"$3,012.44"
61330		Decompress eye socket	Y	G2	24.6431	"$1,318.75"
61770		Incise skull for treatment	Y	G2	56.2926	"$3,012.44"
61781		Scan proc cranial intra	N	N1		
61782		Scan proc cranial extra	N	N1		
61783		Scan proc spinal	N	N1		
61790		Treat trigeminal nerve	Y	A2	16.7745	$897.67
61791		Treat trigeminal tract	Y	A2	16.7745	$897.67
61880		Revise/remove neuroelectrode	Y	G2	35.4662	"$1,897.94"
61885		Insrt/redo neurostim 1 array	N	J8	361.7911	"$19,360.89"
61886		Implant neurostim arrays	N	J8	473.0710	"$25,315.92"
61888		Revise/remove neuroreceiver	Y	J8	201.3320	"$10,774.08"
62160		Neuroendoscopy add-on	N	N1		
62194		Replace/irrigate catheter	Y	A2	16.7745	$897.67
62225		Replace/irrigate catheter	Y	A2	56.2926	"$3,012.44"
62230		Replace/revise brain shunt	Y	G2	56.2926	"$3,012.44"
62252		Csf shunt reprogram	N	P3		$52.26
62263		Epidural lysis mult sessions	Y	A2	8.8343	$472.76
62264		Epidural lysis on single day	Y	A2	8.8343	$472.76
62267		Interdiscal perq aspir dx	Y	G2	6.8193	$364.93
62268		Drain spinal cord cyst	Y	A2	8.8343	$472.76
62269		Needle biopsy spinal cord	Y	A2	12.7598	$682.83
62270		Dx lmbr spi pnxr	Y	A2	6.7027	$358.69
62272		Ther spi pnxr drg csf	Y	A2	6.7027	$358.69
62273		Inject epidural patch	Y	A2	6.7027	$358.69
62280		Treat spinal cord lesion	Y	A2	8.8343	$472.76
62281		Treat spinal cord lesion	Y	A2	8.8343	$472.76
62282		Treat spinal canal lesion	Y	A2	8.8343	$472.76
62284		Injection for myelogram	N	N1		
62287		Dcmprn px perq 1/mlt lumbar	Y	A2	16.7745	$897.67
62290		Njx px discography lumbar	N	N1		
62291		Njx px discography crv/thrc	N	N1		
62292		Njx chemonucleolysis lmbr	Y	R2	16.7745	$897.67
62294		Injection into spinal artery	Y	A2	8.8343	$472.76
62302		Myelography lumbar injection	N	N1		
62303		Myelography lumbar injection	N	N1		
62304		Myelography lumbar injection	N	N1		
62305		Myelography lumbar injection	N	N1		
62320		Njx interlaminar crv/thrc	Y	G2	6.7027	$358.69
62321		Njx interlaminar crv/thrc	Y	G2	6.7027	$358.69
62322		Njx interlaminar lmbr/sac	Y	G2	8.8343	$472.76
62323		Njx interlaminar lmbr/sac	Y	G2	6.7027	$358.69
62324		Njx interlaminar crv/thrc	Y	G2	8.8343	$472.76
62325		Njx interlaminar crv/thrc	Y	G2	8.8343	$472.76
62326		Njx interlaminar lmbr/sac	Y	G2	8.8343	$472.76
62327		Njx interlaminar lmbr/sac	Y	G2	8.8343	$472.76
62328		Dx lmbr spi pnxr w/fluor/ct	Y	G2	6.7027	$358.69
62329		Ther spi pnxr csf fluor/ct	Y	G2	6.7027	$358.69
62350		Implant spinal canal cath	Y	J8	79.6521	"$4,262.50"
62355		Remove spinal canal catheter	N	A2	16.7745	$897.67
62360		Insert spine infusion device	Y	J8	259.6194	"$13,893.27"
62361		Implant spine infusion pump	Y	J8	261.7565	"$14,007.64"
62362		Implant spine infusion pump	Y	J8	262.2540	"$14,034.26"
62365		Remove spine infusion device	N	A2	56.2926	"$3,012.44"
62367		Analyze spine infus pump	N	P3		$13.98
62368		Analyze sp inf pump w/reprog	N	P3		$19.31
62369		Anal sp inf pmp w/reprg&fill	N	P3		$67.24
62370		Anl sp inf pmp w/mdreprg&fil	N	P3		$58.92
62380		Ndsc dcmprn 1 ntrspc lumbar	Y	G2	63.3954	"$3,392.54"
63001		Remove spine lamina 1/2 crvl	Y	G2	63.3954	"$3,392.54"
63003		Remove spine lamina 1/2 thrc	Y	G2	63.3954	"$3,392.54"
63005		Remove spine lamina 1/2 lmbr	Y	G2	63.3954	"$3,392.54"
63020		Neck spine disk surgery	Y	G2	63.3954	"$3,392.54"
63030		Low back disk surgery	Y	G2	63.3954	"$3,392.54"
63042		Laminotomy single lumbar	Y	G2	63.3954	"$3,392.54"
63044		Laminotomy addl lumbar	N	N1		
63045		Lam facetec & foramot crv	Y	G2	63.3954	"$3,392.54"
63046		Lam facetec & foramot thrc	Y	G2	63.3954	"$3,392.54"
63047		Lam facetec & foramot lumbar	Y	G2	63.3954	"$3,392.54"
63055		Decompress spinal cord thrc	Y	G2	63.3954	"$3,392.54"
63056		Decompress spinal cord lmbr	Y	G2	63.3954	"$3,392.54"
63600		Remove spinal cord lesion	Y	A2	16.7745	$897.67
63610		Stimulation of spinal cord	Y	J8	23.5024	"$1,257.71"
63650		Implant neuroelectrodes	N	J8	92.4693	"$4,948.40"
63655		Implant neuroelectrodes	N	J8	335.9412	"$17,977.56"
63661		Remove spine eltrd perq aray	N	G2	16.7745	$897.67
63662		Remove spine eltrd plate	Y	G2	35.4662	"$1,897.94"
63663		Revise spine eltrd perq aray	N	J8	90.8338	"$4,860.88"
63664		Revise spine eltrd plate	N	J8	192.6612	"$10,310.07"
63685		Ins/rplc spi npg/rcvr pocket	N	J8	472.2822	"$25,273.71"
63688		Rev/rmv imp sp npg/r dtch cn	Y	A2	35.4662	"$1,897.94"
63744		Revision of spinal shunt	Y	J8	78.4696	"$4,199.22"
63746		Removal of spinal shunt	N	A2	16.7745	$897.67
64400		Njx aa&/strd trigeminal nrv	Y	P3		$81.89
64405		Njx aa&/strd gr ocpl nrv	Y	P3		$36.95
64408		Njx aa&/strd vagus nrv	Y	P3		$52.92
64415		Njx aa&/strd brch plxs img	Y	A2	8.8343	$472.76
64416		Njx aa&/strd brch pl nfs img	Y	G2	8.8343	$472.76
64417		Njx aa&/strd ax nerve img	Y	A2	8.8343	$472.76
64418		Njx aa&/strd sprscap nrv	Y	P3		$45.60
64420		Njx aa&/strd ntrcost nrv 1	Y	A2	6.7027	$358.69
64421		Njx aa&/strd ntrcost nrv ea	Y	A2	8.8343	$472.76
64425		Njx aa&/strd ii ih nerves	Y	P3		$73.90
64430		Njx aa&/strd pudendal nerve	Y	A2	8.8343	$472.76
64435		Njx aa&/strd paracrv nrv	Y	P3		$51.27
64445		Njx aa&/strd sciatic nrv img	Y	P3		$107.51
64446		Njx aa&/strd sc nrv nfs img	Y	G2	8.8343	$472.76
64447		Njx aa&/strd femoral nrv img	Y	P3		$67.57
64448		Njx aa&/strd fem nrv nfs img	Y	J8	12.0774	$646.31
64449		Njx aa&/strd lmbr plex nfs	Y	G2	8.8343	$472.76
64450		Njx aa&/strd other pn/branch	Y	P3		$47.27
64451		Njx aa&/strd nrv nrvtg si jt	Y	G2	6.7027	$358.69
64454		Njx aa&/strd gnclr nrv brnch	Y	G2	6.7027	$358.69
64455		Njx aa&/strd pltr com dg nrv	Y	P3		$22.96
64461		Pvb thoracic single inj site	Y	G2	6.7027	$358.69
64462		Pvb thoracic 2nd+ inj site	N	N1		
64463		Pvb thoracic cont infusion	Y	G2	6.7027	$358.69
64479		Njx aa&/strd tfrm epi c/t 1	Y	A2	8.8343	$472.76
64480		Njx aa&/strd tfrm epi c/t ea	N	N1		
64483		Njx aa&/strd tfrm epi l/s 1	Y	A2	8.8343	$472.76
64484		Njx aa&/strd tfrm epi l/s ea	N	N1		
64486		Tap block unil by injection	N	N1		
64487		Tap block uni by infusion	N	N1		
64488		Tap block bi injection	N	N1		
64489		Tap block bi by infusion	N	N1		
64490		Inj paravert f jnt c/t 1 lev	Y	G2	8.8343	$472.76
64491		Inj paravert f jnt c/t 2 lev	N	N1		
64492		Inj paravert f jnt c/t 3 lev	N	N1		
64493		Inj paravert f jnt l/s 1 lev	Y	G2	8.8343	$472.76
64494		Inj paravert f jnt l/s 2 lev	N	N1		
64495		Inj paravert f jnt l/s 3 lev	N	N1		
64505		N block spenopalatine gangl	Y	P3		$87.87
64510		N block stellate ganglion	Y	A2	8.8343	$472.76
64517		N block inj hypogas plxs	Y	A2	8.8343	$472.76
64520		N block lumbar/thoracic	Y	A2	8.8343	$472.76
64530		N block inj celiac pelus	Y	A2	8.8343	$472.76
64553		Implant neuroelectrodes	N	J8	213.5538	"$11,428.12"
64555		Implant neuroelectrodes	N	J8	104.9266	"$5,615.04"
64561		Implant neuroelectrodes	N	J8	94.1264	"$5,037.08"
64566		Neuroeltrd stim post tibial	Y	P3		$93.87
64568		Opn impltj crnl nrv nea&pg	N	J8	479.5194	"$25,661.00"
64569		Revise/repl vagus n eltrd	N	J8	224.7677	"$12,028.22"
64570		Remove vagus n eltrd	N	G2	56.2926	"$3,012.44"
64575		Opn impltj nea perph nerve	N	J8	211.9847	"$11,344.15"
64580		Opn impltj nea neuromuscular	N	J8	295.9039	"$15,835.00"
64581		Opn impltj nea sacral nerve	N	J8	100.0918	"$5,356.31"
64582		Opn mpltj hpglsl nstm ary pg	N	J8	464.3030	"$24,846.71"
64583		Rev/rplct hpglsl nstm ary pg	Y	J8	201.9849	"$10,809.02"
64584		Rmvl hpglsl nstim ary pg	N	G2	56.2926	"$3,012.44"
64585		Rev/rmv perph nstim eltrd ra	Y	A2	35.4662	"$1,897.94"
64590		Ins/rpl prph sac/gstr npg/r	N	J8	354.8464	"$18,989.25"
64595		Rev/rmv prph sac/gstr npg/r	Y	G2	35.4662	"$1,897.94"
64596		Ins/rplcmt prq eltrd ra pn 1	Y	J8	172.3639	"$9,223.88"
64597		Ins/rplcm prq eltrd ra pn ea	N	N1		
64598	*	Revj/rmvl nea pn w/int nstim	Y	R2	35.4662	"$1,897.94"
64600		Injection treatment of nerve	Y	A2	8.8343	$472.76
64605		Injection treatment of nerve	Y	A2	16.7745	$897.67
64610		Injection treatment of nerve	Y	A2	16.7745	$897.67
64611		Chemodenerv saliv glands	Y	P3		$85.88
64612		Destroy nerve face muscle	Y	P3		$81.55
64615		Chemodenerv musc migraine	Y	P3		$71.90
64616		Chemodenerv musc neck dyston	Y	P3		$71.23
64617		Chemodener muscle larynx emg	Y	P3		$89.88
64620		Injection treatment of nerve	Y	A2	8.8343	$472.76
64624		Dstrj nulyt agt gnclr nrv	Y	G2	16.7745	$897.67
64625		Rf abltj nrv nrvtg si jt	Y	G2	16.7745	$897.67
64628		Trml dstrj ios bvn 1st 2 l/s	Y	J8	175.5901	"$9,396.53"
64630		Injection treatment of nerve	Y	A2	8.8343	$472.76
64632		N block inj common digit	Y	P3		$46.60
64633		Destroy cerv/thor facet jnt	Y	G2	16.7745	$897.67
64634		Destroy c/th facet jnt addl	N	N1		
64635		Destroy lumb/sac facet jnt	Y	G2	16.7745	$897.67
64636		Destroy l/s facet jnt addl	N	N1		
64640		Injection treatment of nerve	Y	P3		$175.42
64642		Chemodenerv 1 extremity 1-4	Y	P3		$85.55
64643		Chemodenerv 1 extrem 1-4 ea	N	N1		
64644		Chemodenerv 1 extrem 5/> mus	Y	P3		$104.53
64645		Chemodenerv 1 extrem 5/> ea	N	N1		
64646		Chemodenerv trunk musc 1-5	Y	P3		$85.88
64647		Chemodenerv trunk musc 6/>	Y	P3		$94.87
64650		Chemodenerv eccrine glands	Y	P3		$61.59
64653		Chemodenerv eccrine glands	Y	P3		$68.90
64680		Injection treatment of nerve	Y	A2	8.8343	$472.76
64681		Injection treatment of nerve	Y	A2	8.8343	$472.76
64702		Revise finger/toe nerve	Y	A2	16.7745	$897.67
64704		Revise hand/foot nerve	Y	A2	16.7745	$897.67
64708		Revise arm/leg nerve	Y	G2	16.7745	$897.67
64712		Revision of sciatic nerve	Y	G2	16.7745	$897.67
64713		Revision of arm nerve(s)	Y	G2	16.7745	$897.67
64714		Revise low back nerve(s)	Y	G2	16.7745	$897.67
64716		Revision of cranial nerve	Y	J8	21.1268	"$1,130.58"
64718		Revise ulnar nerve at elbow	Y	A2	16.7745	$897.67
64719		Revise ulnar nerve at wrist	Y	A2	16.7745	$897.67
64721		Carpal tunnel surgery	Y	A2	16.7745	$897.67
64722		Relieve pressure on nerve(s)	Y	A2	16.7745	$897.67
64726		Release foot/toe nerve	Y	A2	16.7745	$897.67
64727		Internal nerve revision	N	N1		
64732		Incision of brow nerve	Y	A2	16.7745	$897.67
64734		Incision of cheek nerve	Y	A2	16.7745	$897.67
64736		Incision of chin nerve	Y	A2	16.7745	$897.67
64738		Incision of jaw nerve	Y	A2	16.7745	$897.67
64740		Incision of tongue nerve	Y	A2	16.7745	$897.67
64742		Incision of facial nerve	Y	A2	16.7745	$897.67
64744		Incise nerve back of head	Y	A2	16.7745	$897.67
64746		Incise diaphragm nerve	Y	A2	16.7745	$897.67
64763		Incise hip/thigh nerve	Y	G2	16.7745	$897.67
64766		Incise hip/thigh nerve	Y	G2	16.7745	$897.67
64771		Sever cranial nerve	Y	A2	16.7745	$897.67
64772		Incision of spinal nerve	Y	A2	16.7745	$897.67
64774		Remove skin nerve lesion	Y	A2	16.7745	$897.67
64776		Remove digit nerve lesion	Y	A2	16.7745	$897.67
64778		Digit nerve surgery add-on	N	N1		
64782		Remove limb nerve lesion	Y	A2	16.7745	$897.67
64783		Limb nerve surgery add-on	N	N1		
64784		Remove nerve lesion	Y	A2	16.7745	$897.67
64786		Remove sciatic nerve lesion	Y	A2	56.2926	"$3,012.44"
64787		Implant nerve end	N	N1		
64788		Remove skin nerve lesion	Y	A2	16.7745	$897.67
64790		Removal of nerve lesion	Y	A2	16.7745	$897.67
64792		Removal of nerve lesion	Y	A2	56.2926	"$3,012.44"
64795		Biopsy of nerve	Y	A2	16.7745	$897.67
64802		Sympathectomy cervical	Y	J8	21.1268	"$1,130.58"
64820		Sympathectomy digital artery	Y	G2	16.7745	$897.67
64821		Remove sympathetic nerves	Y	A2	28.3804	"$1,518.75"
64822		Remove sympathetic nerves	Y	G2	28.3804	"$1,518.75"
64823		Sympathectomy supfc palmar	Y	G2	28.3804	"$1,518.75"
64831		Repair of digit nerve	Y	A2	16.7745	$897.67
64832		Repair nerve add-on	N	N1		
64834		Repair of hand or foot nerve	Y	A2	56.2926	"$3,012.44"
64835		Repair of hand or foot nerve	Y	A2	56.2926	"$3,012.44"
64836		Repair of hand or foot nerve	Y	A2	56.2926	"$3,012.44"
64837		Repair nerve add-on	N	N1		
64840		Repair of leg nerve	Y	A2	56.2926	"$3,012.44"
64856		Repair/transpose nerve	Y	A2	56.2926	"$3,012.44"
64857		Repair arm/leg nerve	Y	A2	56.2926	"$3,012.44"
64858		Repair sciatic nerve	Y	J8	27.9669	"$1,496.62"
64859		Nerve surgery	N	N1		
64861		Repair of arm nerves	Y	A2	16.7745	$897.67
64862		Repair of low back nerves	Y	A2	56.2926	"$3,012.44"
64864		Repair of facial nerve	Y	A2	56.2926	"$3,012.44"
64865		Repair of facial nerve	Y	J8	70.8981	"$3,794.04"
64872		Subsequent repair of nerve	N	N1		
64874		Repair & revise nerve add-on	N	N1		
64876		Repair nerve/shorten bone	N	N1		
64885		Nerve graft head/neck <4 cm	Y	J8	84.0055	"$4,495.47"
64886		Nerve graft head/neck >4 cm	Y	G2	56.2926	"$3,012.44"
64890		Nrv grf 1strnd hnd/foot <4cm	Y	J8	85.6310	"$4,582.46"
64891		Nrv grf 1strnd hnd/foot >4cm	Y	J8	70.8981	"$3,794.04"
64892		Nrv grf 1strnd arm/leg <4cm	Y	J8	86.2483	"$4,615.49"
64893		Nrv grf 1strnd arm/leg >4 cm	Y	J8	87.3932	"$4,676.76"
64895		Nrv grf mltst hnd/foot <4 cm	Y	A2	56.2926	"$3,012.44"
64896		Nrv grf mltst hnd/foot >4 cm	Y	A2	56.2926	"$3,012.44"
64897		Nrv grf mltst arm/leg <4 cm	Y	J8	76.2929	"$4,082.74"
64898		Nrv grf mltst arm/leg >4 cm	Y	A2	56.2926	"$3,012.44"
64901		Nerve graft add-on	N	N1		
64902		Nerve graft add-on	N	N1		
64905		Nerve pedicle transfer	Y	A2	56.2926	"$3,012.44"
64907		Nerve pedicle transfer	Y	A2	56.2926	"$3,012.44"
64910		Nerve repair w/allograft	Y	J8	80.1233	"$4,287.72"
64912		Nrv rpr w/nrv algrft 1st	Y	J8	85.5698	"$4,579.18"
64913		Nrv rpr w/nrv algrft ea addl	N	N1		
65091		Revise eye	Y	A2	27.7896	"$1,487.13"
65093		Revise eye with implant	Y	A2	27.7896	"$1,487.13"
65101		Removal of eye	Y	A2	27.7896	"$1,487.13"
65103		Remove eye/insert implant	Y	A2	27.7896	"$1,487.13"
65105		Remove eye/attach implant	Y	A2	27.7896	"$1,487.13"
65110		Removal of eye	Y	A2	27.7896	"$1,487.13"
65112		Remove eye/revise socket	Y	A2	27.7896	"$1,487.13"
65114		Remove eye/revise socket	Y	A2	27.7896	"$1,487.13"
65125		Revise ocular implant	Y	G2	18.2833	$978.41
65130		Insert ocular implant	Y	A2	27.7896	"$1,487.13"
65135		Insert ocular implant	Y	J8	35.8815	"$1,920.16"
65140		Attach ocular implant	Y	A2	27.7896	"$1,487.13"
65150		Revise ocular implant	Y	A2	27.7896	"$1,487.13"
65155		Reinsert ocular implant	Y	A2	27.7896	"$1,487.13"
65175		Removal of ocular implant	Y	A2	27.7896	"$1,487.13"
65205		Remove foreign body from eye	N	N1		
65210		Remove foreign body from eye	N	N1		
65220		Remove foreign body from eye	N	N1		
65222		Remove foreign body from eye	N	N1		
65235		Remove foreign body from eye	Y	A2	22.117	"$1,183.57"
65260		Remove foreign body from eye	Y	A2	22.117	"$1,183.57"
65265		Remove foreign body from eye	Y	A2	22.117	"$1,183.57"
65270		Repair of eye wound	Y	A2	18.2833	$978.41
65272		Repair of eye wound	Y	A2	18.2833	$978.41
65275		Repair of eye wound	Y	A2	27.7896	"$1,487.13"
65280		Repair of eye wound	Y	A2	48.3098	"$2,585.25"
65285		Repair of eye wound	Y	A2	48.3098	"$2,585.25"
65286		Repair of eye wound	Y	P3		$455.04
65290		Repair of eye socket wound	Y	A2	27.7896	"$1,487.13"
65400		Removal of eye lesion	Y	A2	9.8128	$525.12
65410		Biopsy of cornea	Y	A2	18.2833	$978.41
65420		Removal of eye lesion	Y	A2	18.2833	$978.41
65426		Removal of eye lesion	Y	A2	18.2833	$978.41
65430		Corneal smear	N	N1		
65435		Curette/treat cornea	Y	P3		$48.93
65436		Curette/treat cornea	Y	P3		$212.04
65450		Treatment of corneal lesion	Y	G2	2.8236	$151.10
65600		Revision of cornea	Y	P3		$284.94
65710		Corneal transplant	Y	A2	48.3098	"$2,585.25"
65730		Corneal transplant	Y	A2	38.2106	"$2,044.80"
65750		Corneal transplant	Y	A2	48.3098	"$2,585.25"
65755		Corneal transplant	Y	A2	38.2106	"$2,044.80"
65756		Corneal trnspl endothelial	Y	G2	38.2106	"$2,044.80"
65757		Prep corneal endo allograft	N	N1		
65770		Revise cornea with implant	Y	J8	201.1191	"$10,762.69"
65772		Correction of astigmatism	Y	A2	9.8128	$525.12
65775		Correction of astigmatism	Y	A2	18.2833	$978.41
65778		Cover eye w/membrane	N	N1		
65779		Cover eye w/membrane suture	N	N1		
65780		Ocular reconst transplant	Y	G2	27.7896	"$1,487.13"
65781		Ocular reconst transplant	Y	J8	71.5673	"$3,829.85"
65782		Ocular reconst transplant	Y	A2	27.7896	"$1,487.13"
65785	*	Impltj ntrstrml crnl rng seg	Y	P3		"$1,922.02"
65800		Drainage of eye	Y	A2	22.117	"$1,183.57"
