Addendum BB -- ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2025 (Including Ancillary Services for Which Payment is Packaged),,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.  All Rights Reserved.,,,,,,,
,,,,,,,
HCPCS Code,,Short Descriptor,Drug and Device Pass-Through Expiration during Calendar Year,October 2025 Payment Indicator,October 2025 Payment Weight  ,October 2025 Payment Rate ,October 2025 IRA-22 Adjusted Copayment1
J1566,,"Immune globulin, powder",,K2,,$78.80,
J1568,,Octagam injection,,K2,,$47.53,
J1569,,Gammagard liquid injection,,K2,,$45.31,
J1570,,Ganciclovir sodium injection,,N1,,,
J1571,,Hepagam b im injection,,K2,,$66.64,
J1572,,Flebogamma injection,,K2,,$55.76,
J1573,,"Hepagam b intravenous, inj",,K2,,$66.64,
J1574,,"Inj, ganciclovir (exela)",,K5,,,
J1575,,Hyqvia 100mg immuneglobulin,,K2,,$18.15,
J1576,,"Inj, panzyga, 500 mg",,K2,,$73.00,$13.54
J1580,,Garamycin gentamicin inj,,N1,,,
J1595,,Injection glatiramer acetate,,K2,,$167.31,
J1596,,"Inj, glycopyrrolate, 0.1 mg",,K2,,$0.46,
J1597,,"Inj glycopyrrolate, glyrx-pf",,N1,,,
J1598,,Inj glycopyrrolate fres kabi,,K2,,$1.34,
J1599,,"Ivig non-lyophilized, nos",,N1,,,
J1602,,Golimumab for iv use 1mg,,K2,,$11.04,
J1610,,Glucagon hydrochloride/1 mg,,K2,,$182.45,
J1611,,"Inj glucagon hcl, fresenius",,K2,,$148.99,
J1612,,Inj glucagon (gvoke) 0.01 mg,,K2,,$3.45,
J1620,,Gonadorelin hydroch/ 100 mcg,,K5,,,
J1626,,Granisetron hcl injection,,N1,,,
J1627,,"Inj, granisetron, xr, 0.1 mg",,K2,,$4.29,
J1628,,"Inj., guselkumab, 1 mg",,K2,,$75.97,
J1630,,Haloperidol injection,,N1,,,
J1631,,Haloperidol decanoate inj,,N1,,,
J1632,,"Inj., brexanolone, 1 mg",,N1,,,
J1640,,"Hemin, 1 mg",,K2,,$34.18,$6.49
J1642,,Inj heparin sodium per 10 u,,N1,,,
J1643,,"Inj heparin, pfizer, 1000u",,N1,,,
J1644,,Inj heparin sodium per 1000u,,N1,,,
J1645,,Dalteparin sodium,,N1,,,
J1650,,Inj enoxaparin sodium,,N1,,,
J1652,,Fondaparinux sodium,,N1,,,
J1655,,Tinzaparin sodium injection,,K5,,,
J1670,,Tetanus immune globulin inj,,K2,,$593.00,
J1700,,Hydrocortisone acetate inj,,N1,,,
J1710,,Hydrocortisone sodium ph inj,,K5,,,
J1720,,Hydrocortisone sodium succ i,,N1,,,
J1729,,Inj hydroxyprogst capoat nos,,N1,,,
J1738,,Inj. meloxicam 1 mg,,N1,,,
J1740,,Ibandronate sodium injection,,N1,,,
J1741,,Ibuprofen injection,,N1,,,
J1742,,Ibutilide fumarate injection,,K2,,$172.31,
J1743,,Idursulfase injection,,K2,,$558.46,
J1744,,Icatibant injection,,K2,,$130.39,
J1745,,Infliximab not biosimil 10mg,,K2,,$31.09,
J1746,,"Inj., ibalizumab-uiyk, 10 mg",,K2,,$79.26,$15.79
J1747,,"Inj, spesolimab-sbzo, 1 mg",,K2,,$65.73,$12.97
J1748,,"Inj, zymfentra, 10 mg",,N1,,,
J1749,,"Inj, iloprost, 0.1 mcg",,N1,,,
J1750,,Inj iron dextran,,K2,,$18.11,
J1756,,Iron sucrose injection,,N1,,,
J1786,,Imuglucerase injection,,K2,,$43.19,
J1790,,Droperidol injection,,N1,,,
J1800,,Propranolol injection,,N1,,,
J1805,,"Inj, esmolol hcl, 10mg",,N1,,,
J1806,,Inj esmolol hcl wg crit care,,N1,,,
J1807,,"Inj, ethacrynate sod, 1 mg",,K2,,$20.97,
J1809,,"Inj, fosdenopterin, 0.1mg",,K2,,$16.97,
J1811,,Fiasp for insulin pump use,,K2,,$8.26,
J1812,,Inj. insulin (fiasp),,N1,,,
J1813,,Lyumjev for insulin pump use,,N1,,,
J1814,,Inj. insulin (lyumjev),,N1,,,
J1815,,Insulin injection,,N1,,,
J1817,,Insulin for insulin pump use,,N1,,,
J1823,,"Inj. inebilizumab-cdon, 1 mg",,K2,,$495.55,
J1826,,Interferon beta-1a inj,,K2,,"$2,203.14",
J1833,,"Injection, isavuconazonium",,K2,,$1.01,$0.20
J1834,,"Inj, isoniazid, 1 mg",,K2,,$0.32,
J1836,,"Inj, metronidazole, 10 mg",,N1,,,
J1885,***,Ketorolac tromethamine inj,,K2,,$0.30,
J1890,,Cephalothin sodium injection,,D5,,,
J1920,,"Inj, labetalol hcl, 5mg",,N1,,,
J1921,,"Inj labetalol hcl hikma, 5mg",,N1,,,
J1930,,Lanreotide injection,,K2,,$34.05,
J1931,,Laronidase injection,,K2,,$39.87,
J1932,,"Inj, lanreotide, (cipla) 1mg",,K2,,$29.84,
J1939,,"Inj, bumetanide, 0.5 mg",,K2,,$0.37,
J1940,,Furosemide injection,,D5,,,
J1943,,"Inj., aristada initio, 1 mg",,K2,,$3.25,
J1944,,Aripiprazole lauroxil 1 mg,,K2,,$3.35,
J1945,,Lepirudin,,K5,,,
J1950,,Leuprolide acetate /3.75 mg,,K2,,"$1,730.32",$320.70
J1951,,Inj fensolvi 0.25 mg,,K2,,$140.99,
J1952,,"Leuprolide inj, camcevi, 1mg",*,K2,,$78.92,
J1953,,Levetiracetam injection,,N1,,,
J1954,,Inj leu acet lutr dpt 7.5 mg,,K2,,$706.67,$114.11
J1956,,Levofloxacin injection,,N1,,,
J1961,,"Inj, lenacapavir, 1 mg",,K2,,$22.15,
J1980,,Hyoscyamine sulfate inj,,N1,,,
J1990,,Chlordiazepoxide injection,,K5,,,
J2002,,"Inj, lidocaine in d5w, 1 mg",,K2,,$0.00,
J2003,,"Inj, lidocaine hcl, 1 mg",,N1,,,
J2004,,"Inj, lidocaine w epinephrine",,N1,,,
J2010,,Lincomycin injection,,N1,,,
J2020,,Linezolid injection,,N1,,,
J2021,,"Inj, linezolid (hospira)",,N1,,,
J2060,,Lorazepam injection,,N1,,,
J2062,,Loxapine for inhalation 1 mg,,K2,,$15.90,
J2150,,Mannitol injection,,D5,,,
J2170,,Mecasermin injection,,N1,,,
J2175,,Meperidine hydrochl /100 mg,,N1,,,
J2180,,Meperidine/promethazine inj,,N1,,,
J2182,,"Injection, mepolizumab, 1mg",,K2,,$31.27,
J2183,,Inj meropenem (wg crit care),,K2,,$1.62,
J2184,,"Inj, meropenem (b. braun)",,N1,,,
J2185,,Meropenem,,N1,,,
J2186,,"Inj., meropenem, vaborbactam",,K2,,$2.18,$0.43
J2210,,Methylergonovin maleate inj,,N1,,,
J2212,,Methylnaltrexone injection,,N1,,,
J2246,,"Inj, micafungin (baxter)",,N1,,,
J2247,,"Inj, micafungin (par pharm)",,N1,,,
J2248,,Micafungin sodium injection,,N1,,,
J2249,,"Inj, remimazolam, 1 mg",,N1,,,
J2250,,Inj midazolam hydrochloride,,N1,,,
J2251,,Inj midazolam in 0.9% nacl,,N1,,,
J2252,,Inj midazolam in 0.8% nacl,,N1,,,
J2253,,Inj midazolam (seizalam),,N1,,,
J2260,,Inj milrinone lactate / 5 mg,,N1,,,
J2265,,Minocycline hydrochloride,,K2,,$2.67,$0.25
J2267,,"Inj, mirikizumab-mrkz, 1 mg",,K2,,$43.05,$7.23
J2270,,Morphine sulfate injection,,N1,,,
J2272,,"Inj, morphine (fresenius)",,N1,,,
J2274,,Inj morphine pf epid ithc,,N1,,,
J2277,,"Inj, motixafortide, 0.25 mg",,K2,,$25.22,
J2278,,Ziconotide injection,,K2,,$10.14,
J2280,,"Inj, moxifloxacin 100 mg",,N1,,,
J2281,,Inj moxifloxacin (fres kabi),,N1,,,
J2290,,"Inj, nafcillin sodium, 20 mg",,N1,,,
J2300,,Inj nalbuphine hydrochloride,,N1,,,
J2305,,"Inj, nitroglycerin, 5 mg",,N1,,,
J2310,,Inj naloxone hydrochloride,,D5,,,
J2311,,"Inj, naloxone hcl (zimhi)",,D5,,,
J2315,,"Naltrexone, depot form",,K2,,$4.24,$0.84
J2320,,Nandrolone decanoate 50 mg,,N1,,,
J2323,,Natalizumab injection,,K2,,$24.00,
J2326,,"Inj, nusinersen, 0.1mg",,K2,,"$1,280.25",
J2327,,Inj risankizumab-rzaa 1 mg,,K2,,$14.94,
J2329,,"Inj ublituximab-xiiy, 1 mg",,K2,,$70.75,
J2350,,"Injection, ocrelizumab, 1 mg",,K2,,$59.41,
J2351,,Inj ocrelizumab 1mg hya-ocsq,,K2,,$47.23,
J2353,,"Octreotide injection, depot",,K2,,$203.58,
J2354,,"Octreotide inj, non-depot",,N1,,,
J2355,,Oprelvekin injection,,K5,,,
J2356,,"Inj tezepelumab-ekko, 1mg",*,K2,,$18.01,
J2357,,Omalizumab injection,,K2,,$44.60,
J2358,,Olanzapine long-acting inj,,K2,,$2.92,
J2359,,"Inj. olanzapine, 0.5mg",,N1,,,
J2360,,Orphenadrine injection,,N1,,,
J2371,,Inj phenylephrine hcl 20 mcg,,N1,,,
J2372,,"Inj, biorphen, 20 micrograms",,N1,,,
J2373,,"Inj, immphentiv, 20 mcg",,K2,,$0.14,
J2401,,Chloroprocaine hcl injection,,N1,,,
J2402,,Chloroprocaine (clorotekal),,N1,,,
J2403,,"Chloroprocaine opht gel, 1mg",,K2,,$0.58,
J2404,,"Inj, nicardipine 0.1 mg",,N1,,,
J2405,,Ondansetron hcl injection,,N1,,,
J2406,,"Injection, oritavancin 10 mg",,K2,,$42.48,
J2407,,"Injection, oritavancin",,K2,,$28.68,
J2410,,Oxymorphone hcl injection,,K5,,,
J2425,,Palifermin injection,,K2,,$35.55,$5.87
J2426,,"Inj, invega sustenna, 1 mg",,K2,,$15.11,
J2427,,"Inj, invega hafyera/trinza",,K2,,$13.00,
J2428,,"Inj, erzofri, 1 mg",,K2,,$16.76,
J2430,,Pamidronate disodium /30 mg,,N1,,,
J2440,,Papaverin hcl injection,,N1,,,
J2468,,"Inj, palonosetron (posfrea)",,K2,,$58.24,
J2469,,Palonosetron hcl,,N1,,,
J2470,,Inj pantoprazole sodium 40mg,,N1,,,
J2471,,Inj pantoprazole(hikma) 40mg,,N1,,,
J2472,,"Inj, pantoprazole sodium chl",,N1,,,
J2501,,Paricalcitol,,N1,,,
J2502,,"Inj, pasireotide long acting",,K2,,$572.96,$86.19
J2503,,Pegaptanib sodium injection,,D5,,,
J2504,,"Pegademase bovine, 25 iu",,K5,,,
J2506,,Inj pegfilgrast ex bio 0.5mg,,K2,,$89.34,
J2507,,Pegloticase injection,,K2,,"$3,660.83",$711.41
J2508,,Pegunigalsidase alfa-iwxj,,K2,,$228.16,
J2510,,Penicillin g procaine inj,,K2,,$47.19,
J2513,,Pentastarch 10% solution,,K5,,,
J2515,,Pentobarbital sodium inj,,N1,,,
J2540,,Penicillin g potassium inj,,N1,,,
J2543,,Piperacillin/tazobactam,,N1,,,
J2547,,"Injection, peramivir",,K2,,$1.68,
J2550,,Promethazine hcl injection,,N1,,,
J2560,,Phenobarbital sodium inj,,N1,,,
J2561,,"Inj, sezaby, 1 mg",,K2,,$1.19,
J2562,,Plerixafor injection,,K2,,$25.33,
J2590,,Oxytocin injection,,N1,,,
J2597,,Inj desmopressin acetate,,K2,,$3.52,
J2598,,"Inj, vasopressin, 1 unit",,N1,,,
J2599,,Inj vasopressin (am reg) 1 u,,N1,,,
J2601,,"Inj, vasopressin (baxter)",,K2,,$2.01,
J2675,,Inj progesterone per 50 mg,,N1,,,
J2679,,Inj fluphenazine hcl 1.25 mg,,K2,,$7.34,
J2680,,Fluphenazine decanoate 25 mg,,N1,,,
J2690,,Procainamide hcl injection,,K2,,$294.69,
J2700,,Oxacillin sodium injeciton,,N1,,,
J2704,,"Inj, propofol, 10 mg",,N1,,,
J2710,,Neostigmine methylslfte inj,,N1,,,
J2720,,Inj protamine sulfate/10 mg,,N1,,,
J2724,,Protein c concentrate,,K2,,$15.04,
J2730,,Pralidoxime chloride inj,,N1,,,
J2760,,Phentolaine mesylate inj,,K2,,$432.02,
J2765,,Metoclopramide hcl injection,,N1,,,
J2770,,Quinupristin/dalfopristin,,K2,,$4.26,
J2777,,"Inj, faricimab-svoa, 0.1mg",*,K2,,$33.88,
J2778,,Ranibizumab injection,,K2,,$86.38,
J2779,,"Inj, susvimo 0.1 mg",*,K2,,$78.93,
J2781,,"Inj, pegcetacoplan, 1mg",,K2,,$139.18,
J2782,,Inj avacincaptad pegol 0.1mg,,K2,,$105.12,
J2783,,Rasburicase,,K2,,$377.52,
J2785,,Regadenoson injection,,N1,,,
J2786,,"Injection, reslizumab, 1mg",,K2,,$10.95,
J2787,,Riboflavin 5'phos opth<=3ml,,N1,,,
J2788,,Rho d immune globulin 50 mcg,,N1,,,
J2790,,Rho d immune globulin inj,,N1,,,
J2791,,Rhophylac injection,,N1,,,
J2792,,"Rho(d) immune globulin h, sd",,K2,,$25.46,
J2794,,"Inj risperdal consta, 0.5 mg",,K2,,$10.98,
J2795,,Ropivacaine hcl injection,,N1,,,
J2798,,"Inj., perseris, 0.5 mg",,K2,,$12.14,
J2799,,"Inj, uzedy, 1 mg",,K2,,$25.04,
J2800,,Methocarbamol injection,,N1,,,
J2801,,"Inj, rykindo, 0.5 mg",,K2,,$13.03,
J2802,,"Inj, romiplostim 1 microgram",,K2,,$11.01,$2.02
J2805,,Sincalide injection,,N1,,,
J2820,,Sargramostim injection,,K2,,$50.37,
J2840,,Inj sebelipase alfa 1 mg,,K2,,$539.91,
J2850,,Inj secretin synthetic human,,K2,,$40.52,
J2860,,"Injection, siltuximab",,K2,,$165.83,$29.90
J2910,,Aurothioglucose injeciton,,K5,,,
J2916,,Na ferric gluconate complex,,N1,,,
J2919,,"Inj, methylpred sod succ 5mg",,K2,,$0.21,
J2940,,Somatrem injection,,K5,,,
J2941,,Somatropin injection,,K2,,$48.92,
J2950,,Promazine hcl injection,,N1,,,
J2993,,Reteplase injection,,K2,,"$2,904.58",
J2995,,Inj streptokinase /250000 iu,,K5,,,
J2997,,Alteplase recombinant,,K2,,$94.45,
J2998,,Inj plasminogen tvmh 1mg,*,K2,,$32.77,
J3000,,Streptomycin injection,,N1,,,
J3010,,Fentanyl citrate injection,,N1,,,
J3030,,Sumatriptan succinate / 6 mg,,N1,,,
J3031,,"Inj., fremanezumab-vfrm 1 mg",,N1,,,
J3032,,Inj. eptinezumab-jjmr 1 mg,,K2,,$19.97,$3.83
J3055,,Inj talquetamab-tgvs 0.25 mg,,K2,,$72.62,$14.12
J3060,,"Inj, taliglucerase alfa 10 u",,K2,,$41.11,
J3070,,Pentazocine injection,,N1,,,
J3090,,Inj tedizolid phosphate,,K2,,$1.96,$0.39
J3095,,Telavancin injection,,K2,,$7.11,
J3101,,Tenecteplase injection,,K2,,$172.22,$33.06
J3105,,Terbutaline sulfate inj,,N1,,,
J3111,,Inj. romosozumab-aqqg 1 mg,,K2,,$12.07,$2.28
J3121,,Inj testostero enanthate 1mg,,N1,,,
J3145,,Testosterone undecanoate 1mg,,K2,,$2.07,$0.38
J3230,,Chlorpromazine hcl injection,,N1,,,
J3240,,Thyrotropin injection,,K2,,"$2,116.32",
J3241,,Inj. teprotumumab-trbw 10 mg,,K2,,$359.19,
J3243,,Tigecycline injection,,N1,,,
J3244,,Inj. tigecycline (accord),,N1,,,
J3245,,"Inj., tildrakizumab, 1 mg",,K2,,$127.45,
J3246,,Tirofiban hcl,,N1,,,
J3247,,Inj secukinumab intrav 1mg,,K2,,$17.84,
J3250,,Trimethobenzamide hcl inj,,N1,,,
J3260,,Tobramycin sulfate injection,,N1,,,
J3262,,Tocilizumab injection,,K2,,$5.71,
J3263,,"Inj, toripalimab-tpzi, 1 mg",,K2,,$39.41,
J3265,,Injection torsemide 10 mg/ml,,K5,,,
J3280,,Thiethylperazine maleate inj,,K5,,,
J3285,,Treprostinil injection,,K2,,$54.71,
J3299,,Inj xipere 1 mg,*,K2,,$47.97,
J3300,,Triamcinolone a inj prs-free,*,K2,,$24.50,$0.95
J3301,,Triamcinolone acet inj nos,,N1,,,
J3302,,Triamcinolone diacetate inj,,N1,,,
J3303,,Triamcinolone hexacetonl inj,,N1,,,
J3304,,Inj triamcinolone ace xr 1mg,,K2,,$18.30,
J3305,,Inj trimetrexate glucoronate,,K5,,,
J3310,,Perphenazine injeciton,,K5,,,
J3315,,Triptorelin pamoate,,K2,,$474.84,
J3316,,"Inj., triptorelin xr 3.75 mg",,K2,,"$3,817.28",$746.62
J3320,,Spectinomycn di-hcl inj,,K5,,,
J3350,,Urea injection,,K5,,,
J3355,,"Urofollitropin, 75 iu",,K5,,,
J3357,,"Ustekinumab sub cu inj, 1 mg",,K2,,$149.40,
J3358,,"Ustekinumab, iv inject, 1 mg",,K2,,$12.99,
J3360,,Diazepam injection,,N1,,,
J3364,,Urokinase 5000 iu injection,,K5,,,
J3365,,"Urokinase 250,000 iu inj",,K5,,,
J3370,,Vancomycin hcl injection,,D5,,,
J3371,,"Inj, vancomycin hcl (mylan)",,D5,,,
J3372,,"Inj, vancomycin hcl (xellia)",,D5,,,
J3380,,Inj vedolizumab iv 1 mg,,K2,,$21.31,
J3385,,Velaglucerase alfa,,K2,,$381.36,
J3396,,Verteporfin injection,,K2,,$11.54,
J3397,,"Inj., vestronidase alfa-vjbk",,K2,,$279.93,
J3398,,Inj luxturna 1 billion vec g,,K2,,"$3,002.58",
J3400,,Triflupromazine hcl inj,,K5,,,
J3401,,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",,K2,,"$1,025.44",
J3403,,"Revakinagene, per implant",,K2,,"$257,500.00",
J3410,,Hydroxyzine hcl injection,,N1,,,
J3411,,Thiamine hcl 100 mg,,N1,,,
J3415,,Pyridoxine hcl 100 mg,,N1,,,
J3420,,Vitamin b12 injection,,N1,,,
J3424,,Inj hydroxocobalamin iv 25mg,,K2,,$5.19,
J3425,,Hydroxocobalamin im 10mcg,,K2,,$0.01,
J3430,,Vitamin k phytonadione inj,,N1,,,
J3465,,"Injection, voriconazole",,N1,,,
J3470,,Hyaluronidase injection,,N1,,,
J3471,,"Ovine, up to 999 usp units",,N1,,,
J3472,,"Ovine, 1000 usp units",,N1,,,
J3473,,Hyaluronidase recombinant,,N1,,,
J3475,,Inj magnesium sulfate,,N1,,,
J3480,,Inj potassium chloride,,N1,,,
J3485,,Zidovudine,,N1,,,
J3486,,Ziprasidone mesylate,,N1,,,
J3489,,Zoledronic acid 1mg,,N1,,,
J3490,,Drugs unclassified injection,,N1,,,
J3530,,Nasal vaccine inhalation,,N1,,,
J3590,,Unclassified biologics,,N1,,,
J7030,,Normal saline solution infus,,N1,,,
J7040,,Normal saline solution infus,,N1,,,
J7042,,5% dextrose/normal saline,,N1,,,
J7050,,Normal saline solution infus,,N1,,,
J7060,,5% dextrose/water,,N1,,,
J7070,,D5w infusion,,N1,,,
J7100,,Dextran 40 infusion,,N1,,,
J7110,,Dextran 75 infusion,,N1,,,
J7120,,Ringers lactate infusion,,N1,,,
J7121,,5% dextrose in lac ringers,,N1,,,
J7131,,Hypertonic saline sol,,N1,,,
J7165,,"Inj, human-lans, per i.u",,K2,,$1.55,
J7168,,Prothrombin complex kcentra,,K2,,$2.14,
J7169,,"Inj andexxa, 10 mg",,K2,,$131.38,
J7170,,"Inj., emicizumab-kxwh 0.5 mg",,K2,,$56.10,
J7171,,"Inj, adzynma, 10 iu",,K2,,$35.59,
J7172,,"Inj marstacim-hncq, 0.5 mg",,K2,,$51.10,
J7173,,"Inj. concizumab-mtci, 0.5 mg",,K2,,$86.41,
J7174,,Injection fitusiran 0.04 mg,,K2,,$133.25,
J7175,,"Inj, factor x, (human), 1iu",,K2,,$9.78,
J7177,,"Inj., fibryga, 1 mg",,K2,,$1.23,
J7178,,Inj human fibrinogen con nos,,K2,,$1.52,
J7179,,Vonvendi inj 1 iu vwf:rco,,K2,,$1.85,
J7180,,Factor xiii anti-hem factor,,K2,,$10.76,
J7181,,Factor xiii recomb a-subunit,,K2,,$18.16,
J7182,,Factor viii recomb novoeight,,K2,,$1.54,
J7183,,Wilate injection,,K2,,$1.29,
J7185,,Xyntha inj,,K2,,$1.67,$0.33
J7186,,Antihemophilic viii/vwf comp,,K2,,$1.25,
J7187,,"Humate-p, inj",,K2,,$1.49,
J7188,,Factor viii recomb obizur,,K2,,$3.23,
J7189,,Factor viia recomb novoseven,,K2,,$2.66,
J7190,,Factor viii,,K2,,$1.09,
J7191,,Factor viii (porcine),,K5,,,
J7192,,Factor viii recombinant nos,,K2,,$1.61,
J7193,,Factor ix non-recombinant,,K2,,$1.40,
J7194,,Factor ix complex,,K2,,$1.70,
J7195,,Factor ix recombinant nos,,K2,,$1.85,
J7196,,Antithrombin recombinant,,K5,,,
J7197,,Antithrombin iii injection,,K2,,$4.10,$0.81
J7198,,Anti-inhibitor,,K2,,$2.41,
J7200,,Factor ix recombinan rixubis,,N1,,,
J7201,,Factor ix alprolix recomb,,K2,,$3.59,
J7202,,Factor ix idelvion inj,,K2,,$5.32,
J7203,,Factor ix recomb gly rebinyn,,K2,,$4.46,
J7204,,Inj recombin esperoct per iu,,K2,,$2.22,
J7205,,Factor viii fc fusion recomb,,K2,,$2.43,
J7207,,Factor viii pegylated recomb,,K2,,$2.10,
J7208,,Inj. jivi 1 iu,,K2,,$2.65,$0.51
J7209,,Factor viii nuwiq recomb 1iu,,K2,,$1.12,
J7210,,"Inj, afstyla, 1 i.u.",,K2,,$1.57,
J7211,,"Inj, kovaltry, 1 i.u.",,K2,,$1.57,$0.31
J7212,,Factor viia recomb sevenfact,,N1,,,
J7213,,"Inj, ixinity, 1 i.u.",,K2,,$1.91,
J7214,,Altuviiio per factor viii iu,,K2,,$4.66,
J7308,,Aminolevulinic acid hcl top,,K2,,$392.09,
J7309,,"Methyl aminolevulinate, top",,K5,,,
J7310,,Ganciclovir long act implant,,K5,,,
J7311,,"Inj., retisert, 0.01 mg",,K2,,$340.31,
J7312,,Dexamethasone intra implant,,K2,,$204.61,
J7313,,"Inj., iluvien, 0.01 mg",,K2,,$498.14,
J7314,,"Inj., yutiq, 0.01 mg",,K2,,$529.89,
J7315,,Ophthalmic mitomycin,,N1,,,
J7316,,"Inj, ocriplasmin, 0.125 mg",,N1,,,
J7318,,"Inj, durolane 1 mg",,K2,,$6.77,
J7320,,"Genvisc 850, inj, 1mg",,K2,,$5.77,
J7321,,Hyalgan supartz visco-3 dose,,N1,,,
J7322,,Hymovis injection 1 mg,,K2,,$17.62,
J7323,,Euflexxa inj per dose,,K2,,$112.45,
J7324,,Orthovisc inj per dose,,K2,,$114.54,
J7325,,Synvisc or synvisc-one,,K2,,$7.95,
J7326,,Gel-one,,K2,,$529.26,
J7327,,Monovisc inj per dose,,K2,,$636.59,
J7328,,Gelsyn-3 injection 0.1 mg,,N1,,,
J7329,,"Inj, trivisc 1 mg",,K2,,$4.69,
J7331,,"Synojoynt, inj., 1 mg",,N1,,,
J7332,,"Inj., triluron, 1 mg",,K2,,$10.27,
J7336,,Capsaicin 8% patch,,K2,,$3.42,
J7340,,Carbidopa levodopa ent 100ml,,K2,,$243.61,
J7342,,Ciprofloxacin otic susp 6 mg,,N1,,,
J7345,,"Aminolevulinic acid, 10% gel",,K2,,$1.79,
J7351,,Inj bimatoprost itc imp1mcg,,K2,,$213.84,
J7352,,"Afamelanotide implant, 1 mg",,K2,,"$2,943.42",
J7353,,Anacaulase-bcdb 8.8% gel 1 g,,K2,,$58.31,
J7354,,"Cantharidin top, applicator",,K2,,$654.76,
J7355,,Inj travoprost intra impl,,K2,,$195.72,
J7402,,Mometasone sinus sinuva,,K2,,$11.35,
J7500,,Azathioprine oral 50mg,,N1,,,
J7501,,Azathioprine parenteral,,K2,,$254.07,
J7502,,Cyclosporine oral 100 mg,,N1,,,
J7503,,Tacrol envarsus ex rel oral,,N1,,,
J7504,,Lymphocyte immune globulin,,K2,,"$5,135.09",$579.39
J7505,,Monoclonal antibodies,,K5,,,
J7507,,Tacrolimus imme rel oral 1mg,,N1,,,
J7508,,Tacrol astagraf ex rel oral,,N1,,,
J7509,,Methylprednisolone oral,,N1,,,
J7510,,Prednisolone oral per 5 mg,,N1,,,
J7511,,Antithymocyte globuln rabbit,,K2,,$999.37,
J7512,,Prednisone ir or dr oral 1mg,,N1,,,
J7513,,"Daclizumab, parenteral",,K5,,,
J7514,,Mycophenol (myhibbin) 100 mg,,N1,,,
J7515,,Cyclosporine oral 25 mg,,N1,,,
J7516,,"Inj, cyclosporine 250mg",,N1,,,
J7517,,Mycophenolate mofetil oral,,N1,,,
J7518,,Mycophenolic acid,,N1,,,
J7519,,Inj. mycophenolate mofetil,,N1,,,
J7520,,"Sirolimus, oral",,N1,,,
J7525,,Tacrolimus injection,,K2,,$263.15,
J7527,,Oral everolimus,,N1,,,
J7599,,Immunosuppressive drug noc,,N1,,,
J7665,,Mannitol for inhaler,,N1,,,
J7674,,"Methacholine chloride, neb",,N1,,,
J7799,,Non-inhalation drug for dme,,N1,,,
J7999,,"Compounded drug, noc",,N1,,,
J8501,,Oral aprepitant,,N1,,,
J8510,,Oral busulfan,,K2,,$84.21,
J8522,,"Capecitabine, oral, 50 mg",,K2,,$0.04,
J8530,,Cyclophosphamide oral 25 mg,,N1,,,
J8540,,Oral dexamethasone,,N1,,,
J8541,,"Oral, hemady, 0.25 mg",,N1,,,
J8560,,Etoposide oral 50 mg,,N1,,,
J8562,,Oral fludarabine phosphate,,K5,,,
J8597,,Antiemetic drug oral nos,,N1,,,
J8610,,Methotrexate oral 2.5 mg,,N1,,,
J8611,,Oral methotrexate (jylamvo),,K2,,$18.47,
J8612,,Oral methotrexate (xatmep),,K2,,$22.68,
J8650,,Nabilone oral,,K5,,,
J8655,,"Oral netupitant, palonosetro",,K2,,$422.89,$77.61
J8670,,"Rolapitant, oral, 1mg",,K2,,$1.86,
J8700,,Temozolomide,,N1,,,
J8705,,Topotecan oral,,N1,,,
J9000,,Doxorubicin hcl injection,,N1,,,
J9011,,"Datopotamab deruxtecan, 1 mg",,K2,,$51.56,
J9015,,Aldesleukin injection,,K2,,"$5,301.26",
J9017,,Arsenic trioxide injection,,K2,,$8.15,
J9019,,Erwinaze injection,,K5,,,
J9020,,"Asparaginase, nos",,K5,,,
J9021,,"Inj, aspara, rylaze, 0.1 mg",,K2,,$55.47,$10.79
J9022,,"Inj, atezolizumab,10 mg",,K2,,$91.34,
J9023,,"Injection, avelumab, 10 mg",,K2,,$100.09,
J9024,,Inj atezolizumb 5mg hya-tqjs,,K2,,$31.58,
J9025,,Azacitidine injection,,N1,,,
J9026,,"Inj, tarlatamab-dlle, 1 mg",,K2,,"$1,564.64",
J9027,,Clofarabine injection,,K2,,$4.19,
J9028,,"Inj, nogapendekin pmln, 1mcg",,K2,,$94.66,
J9029,,"Instill adstiladrin, tx dose",,K2,,"$63,342.28",
J9030,,Bcg live intravesical 1mg,,N1,,,
J9032,,"Injection, belinostat, 10mg",,K2,,$52.47,$10.36
J9033,,"Inj, bendamustine hcl, 1mg",,K2,,$1.88,
J9034,,"Inj., bendeka 1 mg",,K2,,$13.49,
J9035,,Bevacizumab injection,,K2,,$73.20,
J9036,,Inj. belrapzo/bendamustine,,K2,,$12.28,
J9037,,Inj belantamab mafodot blmf,,D5,,,
J9038,,Inj axatilimab-csfr 0.1 mg,,K2,,$55.65,
J9039,,"Injection, blinatumomab",,K2,,$164.25,$29.99
J9040,,Bleomycin sulfate injection,,N1,,,
J9041,,"Injection, bortezomib, 0.1mg",,N1,,,
J9042,,Brentuximab vedotin inj,,K2,,$258.64,$46.40
