Addendum AA -- ASC Covered Surgical Procedures for CY 2023                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2022 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2022 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,July 2023  Payment Indicator,July 2023  Payment Weight  ,July 2023 Payment Rate 
58321,,Artificial insemination,Y,P3,,$47.10 
58322,,Artificial insemination,Y,P3,,$49.48 
58323,,Sperm washing,Y,P3,,$6.10 
58340,,Catheter for hysterography,N,N1,,
58345,,Reopen fallopian tube,Y,R2,27.7307,"$1,437.95 "
58346,,Insert heyman uteri capsule,Y,A2,38.7144,"$2,007.50 "
58350,,Reopen fallopian tube,Y,A2,38.7144,"$2,007.50 "
58353,,Endometr ablate thermal,Y,A2,38.7144,"$2,007.50 "
58356,,Endometrial cryoablation,Y,P3,,"$1,474.43 "
58541,,Lsh uterus 250 g or less,Y,G2,48.1816,"$2,498.41 "
58542,,Lsh w/t/o ut 250 g or less,Y,G2,82.5317,"$4,279.60 "
58543,,Lsh uterus above 250 g,Y,G2,82.5317,"$4,279.60 "
58544,,Lsh w/t/o uterus above 250 g,Y,G2,82.5317,"$4,279.60 "
58545,,Laparoscopic myomectomy,Y,A2,48.1816,"$2,498.41 "
58546,,Laparo-myomectomy complex,Y,A2,82.5317,"$4,279.60 "
58550,,Laparo-asst vag hysterectomy,Y,A2,48.1816,"$2,498.41 "
58552,,Laparo-vag hyst incl t/o,Y,G2,82.5317,"$4,279.60 "
58553,,Laparo-vag hyst complex,Y,G2,82.5317,"$4,279.60 "
58554,,Laparo-vag hyst w/t/o compl,Y,G2,82.5317,"$4,279.60 "
58555,,Hysteroscopy dx sep proc,Y,A2,27.7307,"$1,437.95 "
58558,,Hysteroscopy biopsy,Y,A2,27.7307,"$1,437.95 "
58559,,Hysteroscopy lysis,Y,A2,38.7144,"$2,007.50 "
58560,,Hysteroscopy resect septum,Y,A2,38.7144,"$2,007.50 "
58561,,Hysteroscopy remove myoma,Y,A2,38.7144,"$2,007.50 "
58562,,Hysteroscopy remove fb,Y,A2,27.7307,"$1,437.95 "
58563,,Hysteroscopy ablation,Y,A2,38.7144,"$2,007.50 "
58565,,Hysteroscopy sterilization,Y,J8,49.7647,"$2,580.50 "
58570,,Tlh uterus 250 g or less,Y,G2,82.5317,"$4,279.60 "
58571,,Tlh w/t/o 250 g or less,Y,G2,82.5317,"$4,279.60 "
58572,,Tlh uterus over 250 g,Y,G2,82.5317,"$4,279.60 "
58573,,Tlh w/t/o uterus over 250 g,Y,G2,82.5317,"$4,279.60 "
58600,,Division of fallopian tube,Y,G2,27.7307,"$1,437.95 "
58615,,Occlude fallopian tube(s),Y,G2,27.7307,"$1,437.95 "
58660,,Laparoscopy lysis,Y,A2,48.1816,"$2,498.41 "
58661,,Laparoscopy remove adnexa,Y,A2,48.1816,"$2,498.41 "
58662,,Laparoscopy excise lesions,Y,A2,48.1816,"$2,498.41 "
58670,,Laparoscopy tubal cautery,Y,A2,48.1816,"$2,498.41 "
58671,,Laparoscopy tubal block,Y,A2,48.1816,"$2,498.41 "
58672,,Laparoscopy fimbrioplasty,Y,A2,48.1816,"$2,498.41 "
58673,,Laparoscopy salpingostomy,Y,A2,48.1816,"$2,498.41 "
58674,,Laps abltj uterine fibroids,Y,G2,82.5317,"$4,279.60 "
58800,,Drainage of ovarian cyst(s),Y,A2,27.7307,"$1,437.95 "
58805,,Drainage of ovarian cyst(s),Y,G2,27.7307,"$1,437.95 "
58820,,Drain ovary abscess open,Y,A2,27.7307,"$1,437.95 "
58900,,Biopsy of ovary(s),Y,A2,27.7307,"$1,437.95 "
58970,,Retrieval of oocyte,Y,A2,7.0631,$366.25 
58974,,Transfer of embryo,Y,A2,7.0631,$366.25 
58976,,Transfer of embryo,Y,A2,2.9313,$152.00 
59000,,Amniocentesis diagnostic,Y,P3,,$62.35 
59001,,Amniocentesis therapeutic,Y,R2,2.9313,$152.00 
59012,,Fetal cord puncture prenatal,Y,G2,2.9313,$152.00 
59015,,Chorion biopsy,Y,P3,,$63.37 
59020,,Fetal contract stress test,Y,P3,,$33.89 
59025,,Fetal non-stress test,Y,P3,,$19.99 
59070,,Transabdom amnioinfus w/us,Y,G2,2.9313,$152.00 
59072,,Umbilical cord occlud w/us,Y,J8,4.0282,$208.88 
59074,,Fetal fluid drainage w/us,Y,G2,2.9313,$152.00 
59076,,Fetal shunt placement w/us,Y,G2,2.9313,$152.00 
59100,,Remove uterus lesion,Y,R2,38.7144,"$2,007.50 "
59150,,Treat ectopic pregnancy,Y,G2,48.1816,"$2,498.41 "
59151,,Treat ectopic pregnancy,Y,G2,48.1816,"$2,498.41 "
59160,,D & c after delivery,Y,A2,27.7307,"$1,437.95 "
59200,,Insert cervical dilator,Y,P3,,$73.87 
59300,,Episiotomy or vaginal repair,Y,P3,,$130.13 
59320,,Revision of cervix,Y,A2,27.7307,"$1,437.95 "
59412,,Antepartum manipulation,Y,G2,27.7307,"$1,437.95 "
59414,,Deliver placenta,Y,G2,27.7307,"$1,437.95 "
59812,,Treatment of miscarriage,Y,A2,27.7307,"$1,437.95 "
59820,,Care of miscarriage,Y,A2,27.7307,"$1,437.95 "
59821,,Treatment of miscarriage,Y,A2,27.7307,"$1,437.95 "
59840,,Abortion,Y,A2,27.7307,"$1,437.95 "
59841,,Abortion,Y,A2,27.7307,"$1,437.95 "
59866,,Abortion (mpr),Y,G2,2.9313,$152.00 
59870,,Evacuate mole of uterus,Y,A2,27.7307,"$1,437.95 "
59871,,Remove cerclage suture,N,A2,27.7307,"$1,437.95 "
60000,,Drain thyroid/tongue cyst,Y,A2,11.3944,$590.85 
60100,,Biopsy of thyroid,Y,P3,,$52.86 
60200,,Remove thyroid lesion,Y,A2,48.1816,"$2,498.41 "
60210,,Partial thyroid excision,Y,G2,48.1816,"$2,498.41 "
60212,,Partial thyroid excision,Y,G2,48.1816,"$2,498.41 "
60220,,Partial removal of thyroid,Y,G2,48.1816,"$2,498.41 "
60225,,Partial removal of thyroid,Y,G2,48.1816,"$2,498.41 "
60240,,Removal of thyroid,Y,G2,48.1816,"$2,498.41 "
60280,,Remove thyroid duct lesion,Y,A2,48.1816,"$2,498.41 "
60281,,Remove thyroid duct lesion,Y,A2,48.1816,"$2,498.41 "
60300,,Aspir/inj thyroid cyst,Y,P3,,$72.86 
60500,,Explore parathyroid glands,Y,G2,49.1622,"$2,549.26 "
60512,,Autotransplant parathyroid,N,N1,,
61000,,Remove cranial cavity fluid,Y,R2,6.4693,$335.46 
61001,,Remove cranial cavity fluid,Y,R2,6.4693,$335.46 
61020,,Remove brain cavity fluid,Y,A2,8.5561,$443.67 
61026,,Injection into brain canal,Y,A2,6.4693,$335.46 
61050,,Remove brain canal fluid,Y,A2,2.7299,$141.56 
61055,,Injection into brain canal,Y,A2,2.7299,$141.56 
61070,,Brain canal shunt procedure,Y,A2,6.4693,$335.46 
61215,,Insert brain-fluid device,Y,A2,50.7446,"$2,631.31 "
61330,,Decompress eye socket,Y,G2,22.1520,"$1,148.67 "
61770,,Incise skull for treatment,Y,G2,50.7446,"$2,631.31 "
61781,,Scan proc cranial intra,N,N1,,
61782,,Scan proc cranial extra,N,N1,,
61783,,Scan proc spinal,N,N1,,
61790,,Treat trigeminal nerve,Y,A2,16.4680,$853.93 
61791,,Treat trigeminal tract,Y,A2,16.4680,$853.93 
61880,,Revise/remove neuroelectrode,Y,G2,35.0174,"$1,815.79 "
61885,,Insrt/redo neurostim 1 array,N,J8,379.6421,"$19,685.96 "
61886,,Implant neurostim arrays,N,J8,478.7245,"$24,823.78 "
61888,,Revise/remove neuroreceiver,Y,J8,202.2791,"$10,488.98 "
62160,,Neuroendoscopy add-on,N,N1,,
62194,,Replace/irrigate catheter,Y,A2,16.4680,$853.93 
62225,,Replace/irrigate catheter,Y,A2,50.7446,"$2,631.31 "
62230,,Replace/revise brain shunt,Y,J8,65.3502,"$3,388.67 "
62252,,Csf shunt reprogram,N,P3,,$38.63 
62263,,Epidural lysis mult sessions,Y,A2,8.5561,$443.67 
62264,,Epidural lysis on single day,Y,A2,8.5561,$443.67 
62267,,Interdiscal perq aspir dx,Y,G2,6.5159,$337.88 
62268,,Drain spinal cord cyst,Y,A2,8.5561,$443.67 
62269,,Needle biopsy spinal cord,Y,A2,12.2852,$637.04 
62270,,Dx lmbr spi pnxr,Y,A2,6.4693,$335.46 
62272,,Ther spi pnxr drg csf,Y,A2,6.4693,$335.46 
62273,,Inject epidural patch,Y,A2,6.4693,$335.46 
62280,,Treat spinal cord lesion,Y,A2,8.5561,$443.67 
62281,,Treat spinal cord lesion,Y,A2,8.5561,$443.67 
62282,,Treat spinal canal lesion,Y,A2,8.5561,$443.67 
62284,,Injection for myelogram,N,N1,,
62287,,Dcmprn px perq 1/mlt lumbar,Y,A2,16.4680,$853.93 
62290,,Njx px discography lumbar,N,N1,,
62291,,Njx px discography crv/thrc,N,N1,,
62292,,Njx chemonucleolysis lmbr,Y,R2,16.4680,$853.93 
62294,,Injection into spinal artery,Y,A2,8.5561,$443.67 
62302,,Myelography lumbar injection,N,N1,,
62303,,Myelography lumbar injection,N,N1,,
62304,,Myelography lumbar injection,N,N1,,
62305,,Myelography lumbar injection,N,N1,,
62320,,Njx interlaminar crv/thrc,Y,G2,6.4693,$335.46 
62321,,Njx interlaminar crv/thrc,Y,G2,6.4693,$335.46 
62322,,Njx interlaminar lmbr/sac,Y,G2,8.5561,$443.67 
62323,,Njx interlaminar lmbr/sac,Y,G2,6.4693,$335.46 
62324,,Njx interlaminar crv/thrc,Y,G2,8.5561,$443.67 
62325,,Njx interlaminar crv/thrc,Y,G2,8.5561,$443.67 
62326,,Njx interlaminar lmbr/sac,Y,G2,8.5561,$443.67 
62327,,Njx interlaminar lmbr/sac,Y,G2,8.5561,$443.67 
62328,,Dx lmbr spi pnxr w/fluor/ct,Y,G2,6.4693,$335.46 
62329,,Ther spi pnxr csf fluor/ct,Y,G2,6.4693,$335.46 
62350,,Implant spinal canal cath,Y,J8,68.6676,"$3,560.69 "
62355,,Remove spinal canal catheter,N,A2,16.4680,$853.93 
62360,,Insert spine infusion device,Y,J8,272.2693,"$14,118.25 "
62361,,Implant spine infusion pump,Y,J8,260.8792,"$13,527.63 "
62362,,Implant spine infusion pump,Y,J8,272.8137,"$14,146.48 "
62365,,Remove spine infusion device,N,A2,50.7446,"$2,631.31 "
62367,,Analyze spine infus pump,N,P3,,$13.89 
62368,,Analyze sp inf pump w/reprog,N,P3,,$18.98 
62369,,Anal sp inf pmp w/reprg&fill,N,P3,,$67.77 
62370,,Anl sp inf pmp w/mdreprg&fil,N,P3,,$59.98 
62380,,Ndsc dcmprn 1 ntrspc lumbar,Y,G2,60.5101,"$3,137.69 "
63001,,Remove spine lamina 1/2 crvl,Y,G2,60.5101,"$3,137.69 "
63003,,Remove spine lamina 1/2 thrc,Y,G2,60.5101,"$3,137.69 "
63005,,Remove spine lamina 1/2 lmbr,Y,G2,60.5101,"$3,137.69 "
63020,,Neck spine disk surgery,Y,G2,60.5101,"$3,137.69 "
63030,,Low back disk surgery,Y,G2,60.5101,"$3,137.69 "
63042,,Laminotomy single lumbar,Y,G2,60.5101,"$3,137.69 "
63044,,Laminotomy addl lumbar,N,N1,,
63045,,Lam facetec & foramot crv,Y,G2,60.5101,"$3,137.69 "
63046,,Lam facetec & foramot thrc,Y,G2,60.5101,"$3,137.69 "
63047,,Lam facetec & foramot lumbar,Y,G2,60.5101,"$3,137.69 "
63055,,Decompress spinal cord thrc,Y,G2,60.5101,"$3,137.69 "
63056,,Decompress spinal cord lmbr,Y,G2,60.5101,"$3,137.69 "
63600,,Remove spinal cord lesion,Y,A2,16.4680,$853.93 
63610,,Stimulation of spinal cord,Y,J8,23.8689,"$1,237.70 "
63650,,Implant neuroelectrodes,N,J8,94.7343,"$4,912.35 "
63655,,Implant neuroelectrodes,N,J8,346.1557,"$17,949.56 "
63661,,Remove spine eltrd perq aray,N,G2,16.4680,$853.93 
63662,,Remove spine eltrd plate,Y,G2,35.0174,"$1,815.79 "
63663,,Revise spine eltrd perq aray,N,J8,98.1546,"$5,089.71 "
63664,,Revise spine eltrd plate,N,J8,188.8119,"$9,790.65 "
63685,,Insrt/redo spine n generator,N,J8,476.6506,"$24,716.24 "
63688,,Revise/remove neuroreceiver,Y,A2,35.0174,"$1,815.79 "
63744,,Revision of spinal shunt,Y,J8,68.9900,"$3,577.41 "
63746,,Removal of spinal shunt,N,A2,16.4680,$853.93 
64400,,Njx aa&/strd trigeminal nrv,Y,P3,,$82.01 
64405,,Njx aa&/strd gr ocpl nrv,Y,P3,,$36.60 
64408,,Njx aa&/strd vagus nrv,Y,P3,,$54.22 
64415,,Njx aa&/strd brch plxs img,Y,A2,8.5561,$443.67 
64416,,Njx aa&/strd brch pl nfs img,Y,G2,8.5561,$443.67 
64417,,Njx aa&/strd ax nerve img,Y,A2,8.5561,$443.67 
64418,,Njx aa&/strd sprscap nrv,Y,P3,,$46.76 
64420,,Njx aa&/strd ntrcost nrv 1,Y,A2,6.4693,$335.46 
64421,,Njx aa&/strd ntrcost nrv ea,Y,A2,8.5561,$443.67 
64425,,Njx aa&/strd ii ih nerves,Y,P3,,$74.89 
64430,,Njx aa&/strd pudendal nerve,Y,A2,8.5561,$443.67 
64435,,Njx aa&/strd paracrv nrv,Y,P3,,$52.86 
64445,,Njx aa&/strd sciatic nrv img,Y,P3,,$110.47 
64446,,Njx aa&/strd sc nrv nfs img,Y,G2,8.5561,$443.67 
64447,,Njx aa&/strd femoral nrv img,Y,P3,,$68.79 
64448,,Njx aa&/strd fem nrv nfs img,Y,J8,11.2599,$583.87 
64449,,Njx aa&/strd lmbr plex nfs,Y,G2,8.5561,$443.67 
64450,,Njx aa&/strd other pn/branch,Y,P3,,$47.78 
64451,,Njx aa&/strd nrv nrvtg si jt,Y,G2,6.4693,$335.46 
64454,*,Njx aa&/strd gnclr nrv brnch,Y,P3,,$168.08 
64455,,Njx aa&/strd pltr com dg nrv,Y,P3,,$22.70 
64461,,Pvb thoracic single inj site,Y,G2,6.4693,$335.46 
64462,,Pvb thoracic 2nd+ inj site,N,N1,,
64463,,Pvb thoracic cont infusion,Y,G2,6.4693,$335.46 
64479,,Njx aa&/strd tfrm epi c/t 1,Y,A2,8.5561,$443.67 
64480,,Njx aa&/strd tfrm epi c/t ea,N,N1,,
64483,,Njx aa&/strd tfrm epi l/s 1,Y,A2,8.5561,$443.67 
64484,,Njx aa&/strd tfrm epi l/s ea,N,N1,,
64486,,Tap block unil by injection,N,N1,,
64487,,Tap block uni by infusion,N,N1,,
64488,,Tap block bi injection,N,N1,,
64489,,Tap block bi by infusion,N,N1,,
64490,,Inj paravert f jnt c/t 1 lev,Y,G2,8.5561,$443.67 
64491,,Inj paravert f jnt c/t 2 lev,N,N1,,
64492,,Inj paravert f jnt c/t 3 lev,N,N1,,
64493,,Inj paravert f jnt l/s 1 lev,Y,G2,8.5561,$443.67 
64494,,Inj paravert f jnt l/s 2 lev,N,N1,,
64495,,Inj paravert f jnt l/s 3 lev,N,N1,,
64505,,N block spenopalatine gangl,Y,P3,,$87.43 
64510,,N block stellate ganglion,Y,A2,8.5561,$443.67 
64517,,N block inj hypogas plxs,Y,A2,8.5561,$443.67 
64520,,N block lumbar/thoracic,Y,A2,8.5561,$443.67 
64530,,N block inj celiac pelus,Y,A2,8.5561,$443.67 
64553,,Implant neuroelectrodes,N,J8,192.8472,"$9,999.90 "
64555,,Implant neuroelectrodes,N,J8,107.9082,"$5,595.47 "
64561,,Implant neuroelectrodes,N,J8,96.2086,"$4,988.80 "
64566,,Neuroeltrd stim post tibial,Y,P3,,$95.90 
64568,,Opn impltj crnl nrv nea&pg,N,J8,477.6629,"$24,768.73 "
64569,,Revise/repl vagus n eltrd,N,J8,221.8591,"$11,504.28 "
64570,,Remove vagus n eltrd,N,G2,50.7446,"$2,631.31 "
64575,,Opn impltj nea perph nerve,N,J8,217.7520,"$11,291.31 "
64580,,Opn impltj nea neuromuscular,N,J8,361.2905,"$18,734.36 "
64581,,Opn impltj nea sacral nerve,N,J8,102.7568,"$5,328.35 "
64582,,Opn mpltj hpglsl nstm ary pg,N,J8,485.5882,"$25,179.69 "
64583,,Rev/rplct hpglsl nstm ary pg,Y,J8,166.6770,"$8,642.87 "
64584,,Rmvl hpglsl nstim ary pg,N,G2,50.7446,"$2,631.31 "
64585,,Revise/remove neuroelectrode,Y,A2,35.0174,"$1,815.79 "
64590,,Insrt/redo pn/gastr stimul,N,J8,372.8401,"$19,333.25 "
64595,,Revise/rmv pn/gastr stimul,Y,J8,45.1319,"$2,340.27 "
64600,,Injection treatment of nerve,Y,A2,8.5561,$443.67 
64605,,Injection treatment of nerve,Y,A2,16.4680,$853.93 
64610,,Injection treatment of nerve,Y,A2,16.4680,$853.93 
64611,,Chemodenerv saliv glands,Y,P3,,$84.04 
64612,,Destroy nerve face muscle,Y,P3,,$80.99 
64615,,Chemodenerv musc migraine,Y,P3,,$72.18 
64616,,Chemodenerv musc neck dyston,Y,P3,,$70.15 
64617,,Chemodener muscle larynx emg,Y,P3,,$92.17 
64620,,Injection treatment of nerve,Y,A2,8.5561,$443.67 
64624,,Dstrj nulyt agt gnclr nrv,Y,G2,16.4680,$853.93 
64625,,Rf abltj nrv nrvtg si jt,Y,G2,16.4680,$853.93 
64628,,Trml dstrj ios bvn 1st 2 l/s,Y,J8,190.4829,"$9,877.30 "
64630,,Injection treatment of nerve,Y,A2,8.5561,$443.67 
64632,,N block inj common digit,Y,P3,,$45.75 
64633,,Destroy cerv/thor facet jnt,Y,G2,16.4680,$853.93 
64634,,Destroy c/th facet jnt addl,N,N1,,
64635,,Destroy lumb/sac facet jnt,Y,G2,16.4680,$853.93 
64636,,Destroy l/s facet jnt addl,N,N1,,
64640,,Injection treatment of nerve,Y,P3,,$176.21 
64642,,Chemodenerv 1 extremity 1-4,Y,P3,,$84.04 
64643,,Chemodenerv 1 extrem 1-4 ea,N,N1,,
64644,,Chemodenerv 1 extrem 5/> mus,Y,P3,,$103.36 
64645,,Chemodenerv 1 extrem 5/> ea,N,N1,,
64646,,Chemodenerv trunk musc 1-5,Y,P3,,$84.38 
64647,,Chemodenerv trunk musc 6/>,Y,P3,,$93.53 
64650,,Chemodenerv eccrine glands,Y,P3,,$62.35 
64653,,Chemodenerv eccrine glands,Y,P3,,$70.49 
64680,,Injection treatment of nerve,Y,A2,8.5561,$443.67 
64681,,Injection treatment of nerve,Y,A2,8.5561,$443.67 
64702,,Revise finger/toe nerve,Y,A2,16.4680,$853.93 
64704,,Revise hand/foot nerve,Y,A2,16.4680,$853.93 
64708,,Revise arm/leg nerve,Y,G2,16.4680,$853.93 
64712,,Revision of sciatic nerve,Y,G2,16.4680,$853.93 
64713,,Revision of arm nerve(s),Y,G2,16.4680,$853.93 
64714,,Revise low back nerve(s),Y,G2,16.4680,$853.93 
64716,,Revision of cranial nerve,Y,J8,25.0395,"$1,298.40 "
64718,,Revise ulnar nerve at elbow,Y,A2,16.4680,$853.93 
64719,,Revise ulnar nerve at wrist,Y,A2,16.4680,$853.93 
64721,,Carpal tunnel surgery,Y,A2,16.4680,$853.93 
64722,,Relieve pressure on nerve(s),Y,A2,16.4680,$853.93 
64726,,Release foot/toe nerve,Y,A2,16.4680,$853.93 
64727,,Internal nerve revision,N,N1,,
64732,,Incision of brow nerve,Y,A2,16.4680,$853.93 
64734,,Incision of cheek nerve,Y,A2,16.4680,$853.93 
64736,,Incision of chin nerve,Y,A2,16.4680,$853.93 
64738,,Incision of jaw nerve,Y,A2,16.4680,$853.93 
64740,,Incision of tongue nerve,Y,A2,16.4680,$853.93 
64742,,Incision of facial nerve,Y,A2,16.4680,$853.93 
64744,,Incise nerve back of head,Y,A2,16.4680,$853.93 
64746,,Incise diaphragm nerve,Y,A2,16.4680,$853.93 
64763,,Incise hip/thigh nerve,Y,G2,16.4680,$853.93 
64766,,Incise hip/thigh nerve,Y,G2,16.4680,$853.93 
64771,,Sever cranial nerve,Y,A2,16.4680,$853.93 
64772,,Incision of spinal nerve,Y,A2,16.4680,$853.93 
64774,,Remove skin nerve lesion,Y,A2,16.4680,$853.93 
64776,,Remove digit nerve lesion,Y,A2,16.4680,$853.93 
64778,,Digit nerve surgery add-on,N,N1,,
64782,,Remove limb nerve lesion,Y,A2,16.4680,$853.93 
64783,,Limb nerve surgery add-on,N,N1,,
64784,,Remove nerve lesion,Y,A2,16.4680,$853.93 
64786,,Remove sciatic nerve lesion,Y,A2,50.7446,"$2,631.31 "
64787,,Implant nerve end,N,N1,,
64788,,Remove skin nerve lesion,Y,A2,16.4680,$853.93 
64790,,Removal of nerve lesion,Y,A2,16.4680,$853.93 
64792,,Removal of nerve lesion,Y,A2,50.7446,"$2,631.31 "
64795,,Biopsy of nerve,Y,A2,16.4680,$853.93 
64802,,Sympathectomy cervical,Y,J8,21.1685,"$1,097.67 "
64820,,Sympathectomy digital artery,Y,G2,16.4680,$853.93 
64821,,Remove sympathetic nerves,Y,A2,27.2829,"$1,414.73 "
64822,,Remove sympathetic nerves,Y,G2,27.2829,"$1,414.73 "
64823,,Sympathectomy supfc palmar,Y,G2,27.2829,"$1,414.73 "
64831,,Repair of digit nerve,Y,A2,16.4680,$853.93 
64832,,Repair nerve add-on,N,N1,,
64834,,Repair of hand or foot nerve,Y,A2,50.7446,"$2,631.31 "
64835,,Repair of hand or foot nerve,Y,A2,50.7446,"$2,631.31 "
64836,,Repair of hand or foot nerve,Y,A2,50.7446,"$2,631.31 "
64837,,Repair nerve add-on,N,N1,,
64840,,Repair of leg nerve,Y,A2,50.7446,"$2,631.31 "
64856,,Repair/transpose nerve,Y,A2,50.7446,"$2,631.31 "
64857,,Repair arm/leg nerve,Y,A2,50.7446,"$2,631.31 "
64858,,Repair sciatic nerve,Y,J8,28.5559,"$1,480.74 "
64859,,Nerve surgery,N,N1,,
64861,,Repair of arm nerves,Y,A2,16.4680,$853.93 
64862,,Repair of low back nerves,Y,A2,50.7446,"$2,631.31 "
64864,,Repair of facial nerve,Y,A2,50.7446,"$2,631.31 "
64865,,Repair of facial nerve,Y,J8,65.2289,"$3,382.38 "
64872,,Subsequent repair of nerve,N,N1,,
64874,,Repair & revise nerve add-on,N,N1,,
64876,,Repair nerve/shorten bone,N,N1,,
64885,,Nerve graft head/neck </4 cm,Y,A2,50.7446,"$2,631.31 "
64886,,Nerve graft head/neck >4 cm,Y,J8,84.3713,"$4,374.99 "
64890,,Nerve graft hand/foot </4 cm,Y,A2,50.7446,"$2,631.31 "
64891,,Nerve graft hand/foot >4 cm,Y,J8,65.2289,"$3,382.38 "
64892,,Nerve graft arm/leg <4 cm,Y,J8,65.2289,"$3,382.38 "
64893,,Nerve graft arm/leg >4 cm,Y,J8,65.2289,"$3,382.38 "
64895,,Nerve graft hand/foot </4 cm,Y,A2,50.7446,"$2,631.31 "
64896,,Nerve graft hand/foot >4 cm,Y,A2,50.7446,"$2,631.31 "
64897,,Nerve graft arm/leg </4 cm,Y,J8,70.5785,"$3,659.78 "
64898,,Nerve graft arm/leg >4 cm,Y,A2,50.7446,"$2,631.31 "
64901,,Nerve graft add-on,N,N1,,
64902,,Nerve graft add-on,N,N1,,
64905,,Nerve pedicle transfer,Y,A2,50.7446,"$2,631.31 "
64907,,Nerve pedicle transfer,Y,A2,50.7446,"$2,631.31 "
64910,,Nerve repair w/allograft,Y,J8,73.3679,"$3,804.42 "
64912,,Nrv rpr w/nrv algrft 1st,Y,J8,78.2458,"$4,057.36 "
64913,,Nrv rpr w/nrv algrft ea addl,N,N1,,
65091,,Revise eye,Y,A2,27.1310,"$1,406.85 "
65093,,Revise eye with implant,Y,A2,27.1310,"$1,406.85 "
65101,,Removal of eye,Y,A2,27.1310,"$1,406.85 "
65103,,Remove eye/insert implant,Y,A2,27.1310,"$1,406.85 "
65105,,Remove eye/attach implant,Y,A2,27.1310,"$1,406.85 "
65110,,Removal of eye,Y,A2,27.1310,"$1,406.85 "
65112,,Remove eye/revise socket,Y,A2,27.1310,"$1,406.85 "
65114,,Remove eye/revise socket,Y,A2,27.1310,"$1,406.85 "
65125,,Revise ocular implant,Y,G2,17.4215,$903.37 
65130,,Insert ocular implant,Y,A2,27.1310,"$1,406.85 "
65135,,Insert ocular implant,Y,A2,27.1310,"$1,406.85 "
65140,,Attach ocular implant,Y,A2,27.1310,"$1,406.85 "
65150,,Revise ocular implant,Y,A2,27.1310,"$1,406.85 "
65155,,Reinsert ocular implant,Y,A2,27.1310,"$1,406.85 "
65175,,Removal of ocular implant,Y,A2,27.1310,"$1,406.85 "
65205,,Remove foreign body from eye,N,N1,,
65210,,Remove foreign body from eye,N,N1,,
65220,,Remove foreign body from eye,N,N1,,
65222,,Remove foreign body from eye,N,N1,,
65235,,Remove foreign body from eye,Y,A2,21.2336,"$1,101.05 "
65260,,Remove foreign body from eye,Y,A2,21.2336,"$1,101.05 "
65265,,Remove foreign body from eye,Y,A2,21.2336,"$1,101.05 "
65270,,Repair of eye wound,Y,A2,17.4215,$903.37 
65272,,Repair of eye wound,Y,A2,17.4215,$903.37 
65275,,Repair of eye wound,Y,A2,27.1310,"$1,406.85 "
65280,,Repair of eye wound,Y,A2,37.9655,"$1,968.66 "
65285,,Repair of eye wound,Y,A2,37.9655,"$1,968.66 "
65286,,Repair of eye wound,Y,P3,,$460.87 
65290,,Repair of eye socket wound,Y,A2,27.1310,"$1,406.85 "
65400,,Removal of eye lesion,Y,A2,8.7616,$454.32 
65410,,Biopsy of cornea,Y,A2,17.4215,$903.37 
65420,,Removal of eye lesion,Y,A2,17.4215,$903.37 
65426,,Removal of eye lesion,Y,A2,17.4215,$903.37 
65430,,Corneal smear,N,N1,,
65435,,Curette/treat cornea,Y,P3,,$49.14 
65436,,Curette/treat cornea,Y,P3,,$211.80 
65450,,Treatment of corneal lesion,Y,G2,2.6578,$137.82 
65600,,Revision of cornea,Y,P3,,$287.70 
65710,,Corneal transplant,Y,A2,37.9655,"$1,968.66 "
65730,,Corneal transplant,Y,A2,37.9655,"$1,968.66 "
65750,,Corneal transplant,Y,A2,37.9655,"$1,968.66 "
65755,,Corneal transplant,Y,A2,37.9655,"$1,968.66 "
65756,,Corneal trnspl endothelial,Y,G2,37.9655,"$1,968.66 "
65757,,Prep corneal endo allograft,N,N1,,
65770,,Revise cornea with implant,Y,J8,139.1896,"$7,217.54 "
65772,,Correction of astigmatism,Y,A2,8.7616,$454.32 
65775,,Correction of astigmatism,Y,A2,17.4215,$903.37 
65778,,Cover eye w/membrane,N,N1,,
65779,,Cover eye w/membrane suture,N,N1,,
65780,,Ocular reconst transplant,Y,J8,34.8251,"$1,805.82 "
65781,,Ocular reconst transplant,Y,J8,58.8452,"$3,051.36 "
65782,,Ocular reconst transplant,Y,A2,27.1310,"$1,406.85 "
65785,*,Impltj ntrstrml crnl rng seg,Y,P2,37.9655,"$1,968.66 "
65800,,Drainage of eye,Y,A2,21.2336,"$1,101.05 "
65810,,Drainage of eye,Y,A2,21.2336,"$1,101.05 "
65815,,Drainage of eye,Y,A2,21.2336,"$1,101.05 "
65820,,Relieve inner eye pressure,Y,A2,37.9655,"$1,968.66 "
65850,,Incision of eye,Y,A2,21.2336,"$1,101.05 "
65855,,Trabeculoplasty laser surg,Y,P3,,$136.57 
65860,,Incise inner eye adhesions,Y,P3,,$177.23 
65865,,Incise inner eye adhesions,Y,A2,21.2336,"$1,101.05 "
65870,,Incise inner eye adhesions,Y,A2,21.2336,"$1,101.05 "
65875,,Incise inner eye adhesions,Y,A2,21.2336,"$1,101.05 "
