Addendum AA -- ASC Covered Surgical Procedures for CY 2022                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, Jan 2022 Payment Indicator, Jan 2022 Payment Weight  , Jan 2022 Payment Rate 
55100,,Drainage of scrotum abscess,Y,A2,12.1817,$608.06 
55110,,Explore scrotum,Y,A2,28.6204,"$1,428.62 "
55120,,Removal of scrotum lesion,Y,A2,16.3474,$816.00 
55150,,Removal of scrotum,Y,A2,28.6204,"$1,428.62 "
55175,,Revision of scrotum,Y,A2,28.6204,"$1,428.62 "
55180,,Revision of scrotum,Y,A2,42.3068,"$2,111.79 "
55200,,Incision of sperm duct,Y,A2,28.6204,"$1,428.62 "
55250,,Removal of sperm duct(s),Y,A2,16.3474,$816.00 
55300,,Prepare sperm duct x-ray,N,N1,,
55400,,Repair of sperm duct,Y,A2,28.6204,"$1,428.62 "
55500,,Removal of hydrocele,Y,A2,28.6204,"$1,428.62 "
55520,,Removal of sperm cord lesion,Y,A2,28.6204,"$1,428.62 "
55530,,Revise spermatic cord veins,Y,A2,28.6204,"$1,428.62 "
55535,,Revise spermatic cord veins,Y,A2,28.8368,"$1,439.42 "
55540,,Revise hernia & sperm veins,Y,A2,28.8368,"$1,439.42 "
55550,,Laparo ligate spermatic vein,Y,A2,47.3007,"$2,361.06 "
55600,,Incise sperm duct pouch,Y,R2,16.3474,$816.00 
55680,,Remove sperm pouch lesion,Y,A2,28.6204,"$1,428.62 "
55700,,Biopsy of prostate,Y,A2,16.3474,$816.00 
55705,,Biopsy of prostate,Y,A2,28.6204,"$1,428.62 "
55706,,Prostate saturation sampling,Y,G2,28.6204,"$1,428.62 "
55720,,Drainage of prostate abscess,Y,A2,28.6204,"$1,428.62 "
55725,,Drainage of prostate abscess,Y,A2,28.6204,"$1,428.62 "
55860,,Surgical exposure prostate,Y,G2,42.3068,"$2,111.79 "
55870,,Electroejaculation,Y,P3,,$78.56 
55873,,Cryoablate prostate,Y,J8,129.0742,"$6,442.87 "
55874,,Tprnl plmt biodegrdabl matrl,Y,J8,60.2396,"$3,006.92 "
55875,,Transperi needle place pros,Y,A2,42.3068,"$2,111.79 "
55876,,Place rt device/marker pros,N,P3,,$88.59 
55880,,Abltj mal prst8 tiss hifu,Y,G2,42.3068,"$2,111.79 "
55920,,Place needles pelvic for rt,Y,G2,38.2391,"$1,908.74 "
56405,,I & d of vulva/perineum,Y,P3,,$94.47 
56420,,Drainage of gland abscess,Y,P2,1.7660,$88.15 
56440,,Surgery for vulva lesion,Y,A2,26.6328,"$1,329.40 "
56441,,Lysis of labial lesion(s),Y,A2,26.6328,"$1,329.40 "
56442,,Hymenotomy,Y,A2,26.6328,"$1,329.40 "
56501,,Destroy vulva lesions sim,Y,P3,,$138.77 
56515,,Destroy vulva lesion/s compl,Y,A2,17.7550,$886.26 
56605,,Biopsy of vulva/perineum,Y,P3,,$56.06 
56606,,Biopsy of vulva/perineum,N,N1,,
56620,,Partial removal of vulva,Y,A2,26.6328,"$1,329.40 "
56625,,Complete removal of vulva,Y,A2,26.6328,"$1,329.40 "
56700,,Partial removal of hymen,Y,A2,26.6328,"$1,329.40 "
56740,,Remove vagina gland lesion,Y,A2,26.6328,"$1,329.40 "
56800,,Repair of vagina,Y,A2,26.6328,"$1,329.40 "
56805,,Repair clitoris,Y,G2,26.6328,"$1,329.40 "
56810,,Repair of perineum,Y,A2,26.6328,"$1,329.40 "
56820,,Exam of vulva w/scope,Y,P3,,$68.87 
56821,,Exam/biopsy of vulva w/scope,Y,P3,,$90.67 
57000,,Exploration of vagina,Y,A2,26.6328,"$1,329.40 "
57010,,Drainage of pelvic abscess,Y,A2,26.6328,"$1,329.40 "
57020,,Drainage of pelvic fluid,Y,A2,38.2391,"$1,908.74 "
57022,,I & d vaginal hematoma pp,Y,R2,20.4143,"$1,019.00 "
57023,,I & d vag hematoma non-ob,Y,A2,20.4143,"$1,019.00 "
57061,,Destroy vag lesions simple,Y,P3,,$123.54 
57065,,Destroy vag lesions complex,Y,A2,26.6328,"$1,329.40 "
57100,,Biopsy of vagina,Y,P3,,$58.83 
57105,,Biopsy of vagina,Y,A2,26.6328,"$1,329.40 "
57120,,Closure of vagina,Y,G2,38.2391,"$1,908.74 "
57130,,Remove vagina lesion,Y,A2,26.6328,"$1,329.40 "
57135,,Remove vagina lesion,Y,A2,26.6328,"$1,329.40 "
57150,,Treat vagina infection,N,N1,,
57155,,Insert uteri tandem/ovoids,Y,A2,38.2391,"$1,908.74 "
57156,,Ins vag brachytx device,Y,G2,2.9236,$145.93 
57160,,Insert pessary/other device,Y,P3,,$41.87 
57170,,Fitting of diaphragm/cap,Y,P3,,$44.64 
57180,,Treat vaginal bleeding,Y,A2,1.7660,$88.15 
57200,,Repair of vagina,Y,A2,26.6328,"$1,329.40 "
57210,,Repair vagina/perineum,Y,A2,26.6328,"$1,329.40 "
57220,,Revision of urethra,Y,A2,38.2391,"$1,908.74 "
57230,,Repair of urethral lesion,Y,A2,26.6328,"$1,329.40 "
57240,,Anterior colporrhaphy,Y,A2,38.2391,"$1,908.74 "
57250,,Repair rectum & vagina,Y,A2,38.2391,"$1,908.74 "
57260,,Cmbn ant pst colprhy,Y,A2,38.2391,"$1,908.74 "
57265,,Cmbn ap colprhy w/ntrcl rpr,Y,A2,38.2391,"$1,908.74 "
57267,,Insert mesh/pelvic flr addon,N,N1,,
57268,,Repair of bowel bulge,Y,A2,38.2391,"$1,908.74 "
57282,,Colpopexy extraperitoneal,Y,G2,57.0158,"$2,846.00 "
57283,,Colpopexy intraperitoneal,Y,G2,57.0158,"$2,846.00 "
57287,,Revise/remove sling repair,N,G2,26.6328,"$1,329.40 "
57288,,Repair bladder defect,Y,J8,51.7816,"$2,584.73 "
57289,,Repair bladder & vagina,Y,A2,57.0158,"$2,846.00 "
57291,,Construction of vagina,Y,A2,38.2391,"$1,908.74 "
57295,,Revise vag graft via vagina,Y,G2,26.6328,"$1,329.40 "
57300,,Repair rectum-vagina fistula,Y,A2,26.6328,"$1,329.40 "
57310,,Repair urethrovaginal lesion,Y,G2,57.0158,"$2,846.00 "
57320,,Repair bladder-vagina lesion,Y,G2,38.2391,"$1,908.74 "
57400,,Dilation of vagina,Y,A2,26.6328,"$1,329.40 "
57410,,Pelvic examination,Y,A2,26.6328,"$1,329.40 "
57415,,Remove vaginal foreign body,Y,A2,26.6328,"$1,329.40 "
57420,,Exam of vagina w/scope,Y,P3,,$72.33 
57421,,Exam/biopsy of vag w/scope,Y,P3,,$95.17 
57425,,Laparoscopy surg colpopexy,Y,G2,77.8810,"$3,887.51 "
57426,,Revise prosth vag graft lap,Y,G2,57.0158,"$2,846.00 "
57452,,Exam of cervix w/scope,Y,P3,,$70.94 
57454,,Bx/curett of cervix w/scope,Y,P3,,$81.32 
57455,,Biopsy of cervix w/scope,Y,P3,,$87.55 
57456,,Endocerv curettage w/scope,Y,P3,,$83.05 
57460,,Bx of cervix w/scope leep,Y,P3,,$218.02 
57461,,Conz of cervix w/scope leep,Y,P3,,$231.52 
57500,,Biopsy of cervix,Y,P3,,$114.20 
57505,,Endocervical curettage,Y,P3,,$114.89 
57510,,Cauterization of cervix,Y,P3,,$98.97 
57511,,Cryocautery of cervix,Y,P3,,$131.16 
57513,,Laser surgery of cervix,Y,A2,26.6328,"$1,329.40 "
57520,,Conization of cervix,Y,A2,26.6328,"$1,329.40 "
57522,,Conization of cervix,Y,A2,26.6328,"$1,329.40 "
57530,,Removal of cervix,Y,A2,38.2391,"$1,908.74 "
57550,,Removal of residual cervix,Y,A2,38.2391,"$1,908.74 "
57556,,Remove cervix repair bowel,Y,A2,38.2391,"$1,908.74 "
57558,,D&c of cervical stump,Y,A2,26.6328,"$1,329.40 "
57700,,Revision of cervix,Y,A2,26.6328,"$1,329.40 "
57720,,Revision of cervix,Y,A2,26.6328,"$1,329.40 "
57800,,Dilation of cervical canal,Y,P3,,$49.83 
58100,,Biopsy of uterus lining,Y,P3,,$57.45 
58110,,Bx done w/colposcopy add-on,N,N1,,
58120,,Dilation and curettage,Y,A2,26.6328,"$1,329.40 "
58145,,Myomectomy vag method,Y,A2,26.6328,"$1,329.40 "
58260,,Vaginal hysterectomy,Y,G2,38.2391,"$1,908.74 "
58262,,Vag hyst including t/o,Y,G2,38.2391,"$1,908.74 "
58301,,Remove intrauterine device,N,P3,,$64.02 
58321,,Artificial insemination,Y,P3,,$47.06 
58322,,Artificial insemination,Y,P3,,$49.49 
58323,,Sperm washing,Y,P3,,$5.88 
58340,,Catheter for hysterography,N,N1,,
58345,,Reopen fallopian tube,Y,R2,26.6328,"$1,329.40 "
58346,,Insert heyman uteri capsule,Y,A2,38.2391,"$1,908.74 "
58350,,Reopen fallopian tube,Y,A2,38.2391,"$1,908.74 "
58353,,Endometr ablate thermal,Y,A2,38.2391,"$1,908.74 "
58356,,Endometrial cryoablation,Y,P3,,"$1,547.24 "
58541,,Lsh uterus 250 g or less,Y,G2,47.3007,"$2,361.06 "
58542,,Lsh w/t/o ut 250 g or less,Y,G2,77.8810,"$3,887.51 "
58543,,Lsh uterus above 250 g,Y,G2,77.8810,"$3,887.51 "
58544,,Lsh w/t/o uterus above 250 g,Y,G2,77.8810,"$3,887.51 "
58545,,Laparoscopic myomectomy,Y,A2,47.3007,"$2,361.06 "
58546,,Laparo-myomectomy complex,Y,A2,77.8810,"$3,887.51 "
58550,,Laparo-asst vag hysterectomy,Y,A2,47.3007,"$2,361.06 "
58552,,Laparo-vag hyst incl t/o,Y,G2,77.8810,"$3,887.51 "
58553,,Laparo-vag hyst complex,Y,G2,77.8810,"$3,887.51 "
58554,,Laparo-vag hyst w/t/o compl,Y,G2,77.8810,"$3,887.51 "
58555,,Hysteroscopy dx sep proc,Y,A2,26.6328,"$1,329.40 "
58558,,Hysteroscopy biopsy,Y,A2,26.6328,"$1,329.40 "
58559,,Hysteroscopy lysis,Y,A2,38.2391,"$1,908.74 "
58560,,Hysteroscopy resect septum,Y,A2,38.2391,"$1,908.74 "
58561,,Hysteroscopy remove myoma,Y,A2,38.2391,"$1,908.74 "
58562,,Hysteroscopy remove fb,Y,A2,26.6328,"$1,329.40 "
58563,,Hysteroscopy ablation,Y,A2,38.2391,"$1,908.74 "
58565,,Hysteroscopy sterilization,Y,J8,49.7820,"$2,484.92 "
58570,,Tlh uterus 250 g or less,Y,G2,77.8810,"$3,887.51 "
58571,,Tlh w/t/o 250 g or less,Y,G2,77.8810,"$3,887.51 "
58572,,Tlh uterus over 250 g,Y,G2,77.8810,"$3,887.51 "
58573,,Tlh w/t/o uterus over 250 g,Y,G2,77.8810,"$3,887.51 "
58600,,Division of fallopian tube,Y,G2,26.6328,"$1,329.40 "
58615,,Occlude fallopian tube(s),Y,G2,26.6328,"$1,329.40 "
58660,,Laparoscopy lysis,Y,A2,47.3007,"$2,361.06 "
58661,,Laparoscopy remove adnexa,Y,A2,47.3007,"$2,361.06 "
58662,,Laparoscopy excise lesions,Y,A2,47.3007,"$2,361.06 "
58670,,Laparoscopy tubal cautery,Y,A2,47.3007,"$2,361.06 "
58671,,Laparoscopy tubal block,Y,A2,47.3007,"$2,361.06 "
58672,,Laparoscopy fimbrioplasty,Y,A2,47.3007,"$2,361.06 "
58673,,Laparoscopy salpingostomy,Y,A2,47.3007,"$2,361.06 "
58674,,Laps abltj uterine fibroids,Y,G2,77.8810,"$3,887.51 "
58800,,Drainage of ovarian cyst(s),Y,A2,26.6328,"$1,329.40 "
58805,,Drainage of ovarian cyst(s),Y,G2,26.6328,"$1,329.40 "
58820,,Drain ovary abscess open,Y,A2,26.6328,"$1,329.40 "
58900,,Biopsy of ovary(s),Y,A2,26.6328,"$1,329.40 "
58970,,Retrieval of oocyte,Y,A2,6.5719,$328.04 
58974,,Transfer of embryo,Y,A2,6.5719,$328.04 
58976,,Transfer of embryo,Y,A2,2.9236,$145.93 
59000,,Amniocentesis diagnostic,Y,P3,,$61.95 
59001,,Amniocentesis therapeutic,Y,R2,2.9236,$145.93 
59012,,Fetal cord puncture prenatal,Y,G2,2.9236,$145.93 
59015,,Chorion biopsy,Y,P3,,$62.29 
59020,,Fetal contract stress test,Y,P3,,$33.91 
59025,,Fetal non-stress test,Y,P3,,$19.73 
59070,,Transabdom amnioinfus w/us,Y,G2,2.9236,$145.93 
59072,,Umbilical cord occlud w/us,Y,J8,4.0805,$203.68 
59074,,Fetal fluid drainage w/us,Y,G2,2.9236,$145.93 
59076,,Fetal shunt placement w/us,Y,G2,2.9236,$145.93 
59100,,Remove uterus lesion,Y,R2,38.2391,"$1,908.74 "
59150,,Treat ectopic pregnancy,Y,G2,47.3007,"$2,361.06 "
59151,,Treat ectopic pregnancy,Y,G2,47.3007,"$2,361.06 "
59160,,D & c after delivery,Y,A2,26.6328,"$1,329.40 "
59200,,Insert cervical dilator,Y,P3,,$75.79 
59300,,Episiotomy or vaginal repair,Y,P3,,$133.93 
59320,,Revision of cervix,Y,A2,26.6328,"$1,329.40 "
59412,,Antepartum manipulation,Y,G2,26.6328,"$1,329.40 "
59414,,Deliver placenta,Y,G2,26.6328,"$1,329.40 "
59812,,Treatment of miscarriage,Y,A2,26.6328,"$1,329.40 "
59820,,Care of miscarriage,Y,A2,26.6328,"$1,329.40 "
59821,,Treatment of miscarriage,Y,A2,26.6328,"$1,329.40 "
59840,,Abortion,Y,A2,26.6328,"$1,329.40 "
59841,,Abortion,Y,A2,26.6328,"$1,329.40 "
59866,,Abortion (mpr),Y,G2,2.9236,$145.93 
59870,,Evacuate mole of uterus,Y,A2,26.6328,"$1,329.40 "
59871,,Remove cerclage suture,N,A2,26.6328,"$1,329.40 "
60000,,Drain thyroid/tongue cyst,Y,A2,10.5336,$525.80 
60100,,Biopsy of thyroid,Y,P3,,$53.29 
60200,,Remove thyroid lesion,Y,A2,47.3007,"$2,361.06 "
60210,,Partial thyroid excision,Y,G2,47.3007,"$2,361.06 "
60212,,Partial thyroid excision,Y,G2,47.3007,"$2,361.06 "
60220,,Partial removal of thyroid,Y,G2,47.3007,"$2,361.06 "
60225,,Partial removal of thyroid,Y,G2,47.3007,"$2,361.06 "
60240,,Removal of thyroid,Y,G2,47.3007,"$2,361.06 "
60280,,Remove thyroid duct lesion,Y,A2,47.3007,"$2,361.06 "
60281,,Remove thyroid duct lesion,Y,A2,47.3007,"$2,361.06 "
60300,,Aspir/inj thyroid cyst,Y,P3,,$74.40 
60500,,Explore parathyroid glands,Y,G2,48.9379,"$2,442.78 "
60512,,Autotransplant parathyroid,N,N1,,
61000,,Remove cranial cavity fluid,Y,R2,6.5826,$328.58 
61001,,Remove cranial cavity fluid,Y,R2,6.5826,$328.58 
61020,,Remove brain cavity fluid,Y,A2,8.5335,$425.96 
61026,,Injection into brain canal,Y,A2,6.5826,$328.58 
61050,,Remove brain canal fluid,Y,A2,2.7084,$135.19 
61055,,Injection into brain canal,Y,A2,2.7084,$135.19 
61070,,Brain canal shunt procedure,Y,A2,6.5826,$328.58 
61215,,Insert brain-fluid device,Y,A2,49.9985,"$2,495.73 "
61330,,Decompress eye socket,Y,G2,22.2030,"$1,108.28 "
61770,,Incise skull for treatment,Y,G2,49.9985,"$2,495.73 "
61781,,Scan proc cranial intra,N,N1,,
61782,,Scan proc cranial extra,N,N1,,
61783,,Scan proc spinal,N,N1,,
61790,,Treat trigeminal nerve,Y,A2,16.5264,$824.93 
61791,,Treat trigeminal tract,Y,A2,16.5264,$824.93 
61880,,Revise/remove neuroelectrode,Y,G2,37.5558,"$1,874.64 "
61885,,Insrt/redo neurostim 1 array,N,J8,372.4437,"$18,590.90 "
61886,,Implant neurostim arrays,N,J8,491.6165,"$24,539.53 "
61888,,Revise/remove neuroreceiver,Y,J8,205.5024,"$10,257.86 "
62160,,Neuroendoscopy add-on,N,N1,,
62194,,Replace/irrigate catheter,Y,A2,16.5264,$824.93 
62225,,Replace/irrigate catheter,Y,A2,49.9985,"$2,495.73 "
62230,,Replace/revise brain shunt,Y,A2,49.9985,"$2,495.73 "
62252,,Csf shunt reprogram,N,P3,,$37.37 
62263,,Epidural lysis mult sessions,Y,A2,8.5335,$425.96 
62264,,Epidural lysis on single day,Y,A2,8.5335,$425.96 
62267,,Interdiscal perq aspir dx,Y,G2,6.4508,$322.00 
62268,,Drain spinal cord cyst,Y,A2,8.5335,$425.96 
62269,,Needle biopsy spinal cord,Y,A2,12.1817,$608.06 
62270,,Dx lmbr spi pnxr,Y,A2,6.5826,$328.58 
62272,,Ther spi pnxr drg csf,Y,A2,6.5826,$328.58 
62273,,Inject epidural patch,Y,A2,6.5826,$328.58 
62280,,Treat spinal cord lesion,Y,A2,8.5335,$425.96 
62281,,Treat spinal cord lesion,Y,A2,8.5335,$425.96 
62282,,Treat spinal canal lesion,Y,A2,8.5335,$425.96 
62284,,Injection for myelogram,N,N1,,
62287,,Dcmprn px perq 1/mlt lumbar,Y,A2,16.5264,$824.93 
62290,,Njx px discography lumbar,N,N1,,
62291,,Njx px discography crv/thrc,N,N1,,
62292,,Njx chemonucleolysis lmbr,Y,R2,16.5264,$824.93 
62294,,Injection into spinal artery,Y,A2,8.5335,$425.96 
62302,,Myelography lumbar injection,N,N1,,
62303,,Myelography lumbar injection,N,N1,,
62304,,Myelography lumbar injection,N,N1,,
62305,,Myelography lumbar injection,N,N1,,
62320,,Njx interlaminar crv/thrc,Y,G2,6.5826,$328.58 
62321,,Njx interlaminar crv/thrc,Y,G2,6.5826,$328.58 
62322,,Njx interlaminar lmbr/sac,Y,G2,6.5826,$328.58 
62323,,Njx interlaminar lmbr/sac,Y,G2,6.5826,$328.58 
62324,,Njx interlaminar crv/thrc,Y,G2,8.5335,$425.96 
62325,,Njx interlaminar crv/thrc,Y,G2,8.5335,$425.96 
62326,,Njx interlaminar lmbr/sac,Y,G2,8.5335,$425.96 
62327,,Njx interlaminar lmbr/sac,Y,G2,8.5335,$425.96 
62328,,Dx lmbr spi pnxr w/fluor/ct,Y,G2,6.5826,$328.58 
62329,,Ther spi pnxr csf fluor/ct,Y,G2,6.5826,$328.58 
62350,,Implant spinal canal cath,Y,J8,72.3844,"$3,613.14 "
62355,,Remove spinal canal catheter,N,A2,16.5264,$824.93 
62360,,Insert spine infusion device,Y,J8,282.3457,"$14,093.57 "
62361,,Implant spine infusion pump,Y,J8,275.3089,"$13,742.32 "
62362,,Implant spine infusion pump,Y,J8,289.8644,"$14,468.87 "
62365,,Remove spine infusion device,N,A2,49.9985,"$2,495.73 "
62367,,Analyze spine infus pump,N,P3,,$13.50 
62368,,Analyze sp inf pump w/reprog,N,P3,,$19.03 
62369,,Anal sp inf pmp w/reprg&fill,N,P3,,$69.21 
62370,,Anl sp inf pmp w/mdreprg&fil,N,P3,,$61.60 
62380,,Ndsc dcmprn 1 ntrspc lumbar,Y,G2,60.0639,"$2,998.15 "
63001,,Remove spine lamina 1/2 crvl,Y,G2,60.0639,"$2,998.15 "
63003,,Remove spine lamina 1/2 thrc,Y,G2,60.0639,"$2,998.15 "
63005,,Remove spine lamina 1/2 lmbr,Y,G2,60.0639,"$2,998.15 "
63020,,Neck spine disk surgery,Y,G2,60.0639,"$2,998.15 "
63030,,Low back disk surgery,Y,G2,60.0639,"$2,998.15 "
63042,,Laminotomy single lumbar,Y,G2,60.0639,"$2,998.15 "
63044,,Laminotomy addl lumbar,N,N1,,
63045,,Lam facetec & foramot crv,Y,G2,60.0639,"$2,998.15 "
63046,,Lam facetec & foramot thrc,Y,G2,60.0639,"$2,998.15 "
63047,,Lam facetec & foramot lumbar,Y,G2,60.0639,"$2,998.15 "
63055,,Decompress spinal cord thrc,Y,G2,60.0639,"$2,998.15 "
63056,,Decompress spinal cord lmbr,Y,G2,60.0639,"$2,998.15 "
63600,,Remove spinal cord lesion,Y,A2,16.5264,$824.93 
63610,,Stimulation of spinal cord,Y,J8,24.3812,"$1,217.01 "
63650,,Implant neuroelectrodes,N,J8,91.5542,"$4,570.02 "
63655,,Implant neuroelectrodes,N,J8,343.4344,"$17,142.87 "
63661,,Remove spine eltrd perq aray,N,G2,16.5264,$824.93 
63662,,Remove spine eltrd plate,Y,G2,37.5558,"$1,874.64 "
63663,,Revise spine eltrd perq aray,N,J8,92.0589,"$4,595.21 "
63664,,Revise spine eltrd plate,N,J8,185.9105,"$9,279.91 "
63685,,Insrt/redo spine n generator,N,J8,489.2700,"$24,422.40 "
63688,,Revise/remove neuroreceiver,Y,J8,51.8878,"$2,590.03 "
63744,,Revision of spinal shunt,Y,J8,68.7866,"$3,433.55 "
63746,,Removal of spinal shunt,N,A2,16.5264,$824.93 
64400,,Njx aa&/strd trigeminal nrv,Y,P3,,$84.44 
64405,,Njx aa&/strd gr ocpl nrv,Y,P3,,$37.72 
64408,,Njx aa&/strd vagus nrv,Y,P3,,$54.68 
64415,,Njx aa&/strd brach plexus,Y,A2,8.5335,$425.96 
64416,,Njx aa&/strd brach plex nfs,Y,G2,8.5335,$425.96 
64417,,Njx aa&/strd axillary nrv,Y,A2,8.5335,$425.96 
64418,,Njx aa&/strd sprscap nrv,Y,P3,,$48.45 
64420,,Njx aa&/strd ntrcost nrv 1,Y,A2,6.5826,$328.58 
64421,,Njx aa&/strd ntrcost nrv ea,Y,A2,8.5335,$425.96 
64425,,Njx aa&/strd ii ih nerves,Y,P3,,$77.17 
64430,,Njx aa&/strd pudendal nerve,Y,A2,8.5335,$425.96 
64435,,Njx aa&/strd paracrv nrv,Y,P3,,$53.99 
64445,,Njx aa&/strd sciatic nerve,Y,P3,,$92.05 
64446,,Njx aa&/strd sciatic nrv nfs,Y,G2,8.5335,$425.96 
64447,,Njx aa&/strd femoral nerve,Y,P3,,$49.83 
64448,,Njx aa&/strd fem nerve nfs,Y,J8,11.1095,$554.54 
64449,,Njx aa&/strd lmbr plex nfs,Y,G2,8.5335,$425.96 
64450,,Njx aa&/strd other pn/branch,Y,P3,,$49.14 
64451,,Njx aa&/strd nrv nrvtg si jt,Y,G2,6.5826,$328.58 
64454,*,Njx aa&/strd gnclr nrv brnch,Y,P3,,$174.76 
64455,,Njx aa&/strd pltr com dg nrv,Y,P3,,$22.49 
64461,,Pvb thoracic single inj site,Y,G2,6.5826,$328.58 
64462,,Pvb thoracic 2nd+ inj site,N,N1,,
64463,,Pvb thoracic cont infusion,Y,G2,6.5826,$328.58 
64479,,Njx aa&/strd tfrm epi c/t 1,Y,A2,8.5335,$425.96 
64480,,Njx aa&/strd tfrm epi c/t ea,N,N1,,
64483,,Njx aa&/strd tfrm epi l/s 1,Y,A2,8.5335,$425.96 
64484,,Njx aa&/strd tfrm epi l/s ea,N,N1,,
64486,,Tap block unil by injection,N,N1,,
64487,,Tap block uni by infusion,N,N1,,
64488,,Tap block bi injection,N,N1,,
64489,,Tap block bi by infusion,N,N1,,
64490,,Inj paravert f jnt c/t 1 lev,Y,G2,8.5335,$425.96 
64491,,Inj paravert f jnt c/t 2 lev,N,N1,,
64492,,Inj paravert f jnt c/t 3 lev,N,N1,,
64493,,Inj paravert f jnt l/s 1 lev,Y,G2,8.5335,$425.96 
64494,,Inj paravert f jnt l/s 2 lev,N,N1,,
64495,,Inj paravert f jnt l/s 3 lev,N,N1,,
64505,,N block spenopalatine gangl,Y,P3,,$88.25 
64510,,N block stellate ganglion,Y,A2,8.5335,$425.96 
64517,,N block inj hypogas plxs,Y,A2,8.5335,$425.96 
64520,,N block lumbar/thoracic,Y,A2,8.5335,$425.96 
64530,,N block inj celiac pelus,Y,A2,8.5335,$425.96 
64553,,Implant neuroelectrodes,N,J8,199.0889,"$9,937.72 "
64555,,Implant neuroelectrodes,N,J8,97.8738,"$4,885.47 "
64561,,Implant neuroelectrodes,N,J8,93.6027,"$4,672.27 "
64566,,Neuroeltrd stim post tibial,Y,P3,,$100.01 
64568,,Opn impltj crnl nrv nea&pg,N,J8,497.3786,"$24,827.15 "
64569,,Revise/repl vagus n eltrd,N,J8,226.2701,"$11,294.50 "
64570,,Remove vagus n eltrd,N,G2,49.9985,"$2,495.73 "
64575,,Opn impltj nea perph nerve,N,J8,205.0174,"$10,233.65 "
64580,,Opn impltj nea neuromuscular,N,J8,296.9371,"$14,821.91 "
64581,,Opn impltj nea sacral nerve,N,J8,99.0752,"$4,945.44 "
64582,,Opn mpltj hpglsl nstm ary pg,N,J8,497.3786,"$24,827.15 "
64583,,Rev/rplct hpglsl nstm ary pg,Y,J8,162.0877,"$8,090.77 "
64584,,Rmvl hpglsl nstim ary pg,N,G2,49.9985,"$2,495.73 "
64585,,Revise/remove neuroelectrode,Y,A2,37.5558,"$1,874.64 "
64590,,Insrt/redo pn/gastr stimul,N,J8,369.2531,"$18,431.64 "
64595,,Revise/rmv pn/gastr stimul,Y,J8,60.0429,"$2,997.10 "
64600,,Injection treatment of nerve,Y,A2,8.5335,$425.96 
64605,,Injection treatment of nerve,Y,A2,16.5264,$824.93 
64610,,Injection treatment of nerve,Y,A2,16.5264,$824.93 
64611,,Chemodenerv saliv glands,Y,P3,,$84.44 
64612,,Destroy nerve face muscle,Y,P3,,$80.98 
64615,,Chemodenerv musc migraine,Y,P3,,$74.06 
64616,,Chemodenerv musc neck dyston,Y,P3,,$71.63 
64617,,Chemodener muscle larynx emg,Y,P3,,$93.09 
64620,,Injection treatment of nerve,Y,A2,8.5335,$425.96 
64624,,Dstrj nulyt agt gnclr nrv,Y,G2,16.5264,$824.93 
64625,,Rf abltj nrv nrvtg si jt,Y,G2,16.5264,$824.93 
64628,,Trml dstrj ios bvn 1st 2 l/s,Y,J8,188.6736,"$9,417.83 "
64630,,Injection treatment of nerve,Y,A2,8.5335,$425.96 
64632,,N block inj common digit,Y,P3,,$46.03 
64633,,Destroy cerv/thor facet jnt,Y,G2,16.5264,$824.93 
64634,,Destroy c/th facet jnt addl,N,N1,,
64635,,Destroy lumb/sac facet jnt,Y,G2,16.5264,$824.93 
64636,,Destroy l/s facet jnt addl,N,N1,,
64640,,Injection treatment of nerve,Y,P3,,$181.68 
64642,,Chemodenerv 1 extremity 1-4,Y,P3,,$85.82 
64643,,Chemodenerv 1 extrem 1-4 ea,N,N1,,
64644,,Chemodenerv 1 extrem 5/> mus,Y,P3,,$106.93 
64645,,Chemodenerv 1 extrem 5/> ea,N,N1,,
64646,,Chemodenerv trunk musc 1-5,Y,P3,,$85.82 
64647,,Chemodenerv trunk musc 6/>,Y,P3,,$94.13 
64650,,Chemodenerv eccrine glands,Y,P3,,$63.33 
64653,,Chemodenerv eccrine glands,Y,P3,,$72.33 
64680,,Injection treatment of nerve,Y,A2,8.5335,$425.96 
64681,,Injection treatment of nerve,Y,A2,8.5335,$425.96 
64702,,Revise finger/toe nerve,Y,A2,16.5264,$824.93 
64704,,Revise hand/foot nerve,Y,A2,16.5264,$824.93 
64708,,Revise arm/leg nerve,Y,G2,16.5264,$824.93 
64712,,Revision of sciatic nerve,Y,G2,16.5264,$824.93 
64713,,Revision of arm nerve(s),Y,G2,16.5264,$824.93 
64714,,Revise low back nerve(s),Y,G2,16.5264,$824.93 
64716,,Revision of cranial nerve,Y,A2,16.5264,$824.93 
