Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)							
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.							
							
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	January 2024  Payment Indicator	January 2024  Payment Weight  	January 2024 Payment Rate 	
58671		Laparoscopy tubal block	Y	A2	50.5562	"$2,705.46"	
58672		Laparoscopy fimbrioplasty	Y	A2	50.5562	"$2,705.46"	
58673		Laparoscopy salpingostomy	Y	A2	84.8496	"$4,540.64"	
58674		Laps abltj uterine fibroids	Y	G2	84.8496	"$4,540.64"	
58800		Drainage of ovarian cyst(s)	Y	A2	29.6417	"$1,586.25"	
58805		Drainage of ovarian cyst(s)	Y	G2	29.6417	"$1,586.25"	
58820		Drain ovary abscess open	Y	A2	29.6417	"$1,586.25"	
58900		Biopsy of ovary(s)	Y	A2	29.6417	"$1,586.25"	
58970		Retrieval of oocyte	Y	A2	7.7927	$417.02	
58974		Transfer of embryo	Y	A2	7.7927	$417.02	
58976		Transfer of embryo	Y	A2	3.1097	$166.41	
59000		Amniocentesis diagnostic	Y	P3		$61.23	
59001		Amniocentesis therapeutic	Y	R2	3.1097	$166.41	
59012		Fetal cord puncture prenatal	Y	G2	3.1097	$166.41	
59015		Chorion biopsy	Y	P3		$62.21	
59020		Fetal contract stress test	Y	P3		$42.57	
59025		Fetal non-stress test	Y	P3		$26.52	
59070		Transabdom amnioinfus w/us	Y	G2	3.1097	$166.41	
59072		Umbilical cord occlud w/us	Y	J8	4.1671	$223.00	
59074		Fetal fluid drainage w/us	Y	G2	3.1097	$166.41	
59076		Fetal shunt placement w/us	Y	G2	3.1097	$166.41	
59100		Remove uterus lesion	Y	R2	39.9068	"$2,135.57"	
59150		Treat ectopic pregnancy	Y	G2	50.5562	"$2,705.46"	
59151		Treat ectopic pregnancy	Y	G2	50.5562	"$2,705.46"	
59160		D & c after delivery	Y	A2	29.6417	"$1,586.25"	
59200		Insert cervical dilator	Y	P3		$70.07	
59300		Episiotomy or vaginal repair	Y	P3		$124.76	
59320		Revision of cervix	Y	A2	29.6417	"$1,586.25"	
59412		Antepartum manipulation	Y	G2	29.6417	"$1,586.25"	
59414		Deliver placenta	Y	G2	29.6417	"$1,586.25"	
59812		Treatment of miscarriage	Y	A2	29.6417	"$1,586.25"	
59820		Care of miscarriage	Y	A2	29.6417	"$1,586.25"	
59821		Treatment of miscarriage	Y	A2	29.6417	"$1,586.25"	
59840		Abortion	Y	A2	29.6417	"$1,586.25"	
59841		Abortion	Y	A2	29.6417	"$1,586.25"	
59866		Abortion (mpr)	Y	G2	3.1097	$166.41	
59870		Evacuate mole of uterus	Y	A2	29.6417	"$1,586.25"	
59871		Remove cerclage suture	N	A2	29.6417	"$1,586.25"	
60000		Drain thyroid/tongue cyst	Y	A2	12.4609	$666.83	
60100		Biopsy of thyroid	Y	P3		$51.08	
60200		Remove thyroid lesion	Y	A2	50.5562	"$2,705.46"	
60210		Partial thyroid excision	Y	G2	50.5562	"$2,705.46"	
60212		Partial thyroid excision	Y	G2	50.5562	"$2,705.46"	
60220		Partial removal of thyroid	Y	G2	50.5562	"$2,705.46"	
60225		Partial removal of thyroid	Y	G2	50.5562	"$2,705.46"	
60240		Removal of thyroid	Y	G2	50.5562	"$2,705.46"	
60260		Repeat thyroid surgery	Y	G2	51.5906	"$2,760.82"	
60280		Remove thyroid duct lesion	Y	A2	50.5562	"$2,705.46"	
60281		Remove thyroid duct lesion	Y	A2	50.5562	"$2,705.46"	
60300		Aspir/inj thyroid cyst	Y	P3		$70.07	
60500		Explore parathyroid glands	Y	G2	51.5906	"$2,760.82"	
60512		Autotransplant parathyroid	N	N1			
61000		Remove cranial cavity fluid	Y	R2	6.7034	$358.73	
61001		Remove cranial cavity fluid	Y	R2	6.7034	$358.73	
61020		Remove brain cavity fluid	Y	A2	8.8353	$472.81	
61026		Injection into brain canal	Y	A2	6.7034	$358.73	
61050		Remove brain canal fluid	Y	A2	2.871	$153.64	
61055		Injection into brain canal	Y	A2	2.871	$153.64	
61070		Brain canal shunt procedure	Y	A2	6.7034	$358.73	
61215		Insert brain-fluid device	Y	A2	56.2989	"$3,012.78"	
61330		Decompress eye socket	Y	G2	24.6457	"$1,318.89"	
61770		Incise skull for treatment	Y	G2	56.2989	"$3,012.78"	
61781		Scan proc cranial intra	N	N1			
61782		Scan proc cranial extra	N	N1			
61783		Scan proc spinal	N	N1			
61790		Treat trigeminal nerve	Y	A2	16.7764	$897.77	
61791		Treat trigeminal tract	Y	A2	16.7764	$897.77	
61880		Revise/remove neuroelectrode	Y	G2	35.4703	"$1,898.16"	
61885		Insrt/redo neurostim 1 array	N	J8	361.7943	"$19,361.06"	
61886		Implant neurostim arrays	N	J8	473.0758	"$25,316.18"	
61888		Revise/remove neuroreceiver	Y	J8	201.3387	"$10,774.44"	
62160		Neuroendoscopy add-on	N	N1			
62194		Replace/irrigate catheter	Y	A2	16.7764	$897.77	
62225		Replace/irrigate catheter	Y	A2	56.2989	"$3,012.78"	
62230		Replace/revise brain shunt	Y	G2	56.2989	"$3,012.78"	
62252		Csf shunt reprogram	N	P3		$51.41	
62263		Epidural lysis mult sessions	Y	A2	8.8353	$472.81	
62264		Epidural lysis on single day	Y	A2	8.8353	$472.81	
62267		Interdiscal perq aspir dx	Y	G2	6.8201	$364.97	
62268		Drain spinal cord cyst	Y	A2	8.8353	$472.81	
62269		Needle biopsy spinal cord	Y	A2	12.7612	$682.90	
62270		Dx lmbr spi pnxr	Y	A2	6.7034	$358.73	
62272		Ther spi pnxr drg csf	Y	A2	6.7034	$358.73	
62273		Inject epidural patch	Y	A2	6.7034	$358.73	
62280		Treat spinal cord lesion	Y	A2	8.8353	$472.81	
62281		Treat spinal cord lesion	Y	A2	8.8353	$472.81	
62282		Treat spinal canal lesion	Y	A2	8.8353	$472.81	
62284		Injection for myelogram	N	N1			
62287		Dcmprn px perq 1/mlt lumbar	Y	A2	16.7764	$897.77	
62290		Njx px discography lumbar	N	N1			
62291		Njx px discography crv/thrc	N	N1			
62292		Njx chemonucleolysis lmbr	Y	R2	16.7764	$897.77	
62294		Injection into spinal artery	Y	A2	8.8353	$472.81	
62302		Myelography lumbar injection	N	N1			
62303		Myelography lumbar injection	N	N1			
62304		Myelography lumbar injection	N	N1			
62305		Myelography lumbar injection	N	N1			
62320		Njx interlaminar crv/thrc	Y	G2	6.7034	$358.73	
62321		Njx interlaminar crv/thrc	Y	G2	6.7034	$358.73	
62322		Njx interlaminar lmbr/sac	Y	G2	8.8353	$472.81	
62323		Njx interlaminar lmbr/sac	Y	G2	6.7034	$358.73	
62324		Njx interlaminar crv/thrc	Y	G2	8.8353	$472.81	
62325		Njx interlaminar crv/thrc	Y	G2	8.8353	$472.81	
62326		Njx interlaminar lmbr/sac	Y	G2	8.8353	$472.81	
62327		Njx interlaminar lmbr/sac	Y	G2	8.8353	$472.81	
62328		Dx lmbr spi pnxr w/fluor/ct	Y	G2	6.7034	$358.73	
62329		Ther spi pnxr csf fluor/ct	Y	G2	6.7034	$358.73	
62350		Implant spinal canal cath	Y	J8	79.6552	"$4,262.67"	
62355		Remove spinal canal catheter	N	A2	16.7764	$897.77	
62360		Insert spine infusion device	Y	J8	259.6242	"$13,893.53"	
62361		Implant spine infusion pump	Y	J8	261.761	"$14,007.88"	
62362		Implant spine infusion pump	Y	J8	262.2583	"$14,034.49"	
62365		Remove spine infusion device	N	A2	56.2989	"$3,012.78"	
62367		Analyze spine infus pump	N	P3		$13.75	
62368		Analyze sp inf pump w/reprog	N	P3		$18.99	
62369		Anal sp inf pmp w/reprg&fill	N	P3		$66.14	
62370		Anl sp inf pmp w/mdreprg&fil	N	P3		$57.96	
62380		Ndsc dcmprn 1 ntrspc lumbar	Y	G2	63.4025	"$3,392.92"	
63001		Remove spine lamina 1/2 crvl	Y	G2	63.4025	"$3,392.92"	
63003		Remove spine lamina 1/2 thrc	Y	G2	63.4025	"$3,392.92"	
63005		Remove spine lamina 1/2 lmbr	Y	G2	63.4025	"$3,392.92"	
63020		Neck spine disk surgery	Y	G2	63.4025	"$3,392.92"	
63030		Low back disk surgery	Y	G2	63.4025	"$3,392.92"	
63042		Laminotomy single lumbar	Y	G2	63.4025	"$3,392.92"	
63044		Laminotomy addl lumbar	N	N1			
63045		Lam facetec & foramot crv	Y	G2	63.4025	"$3,392.92"	
63046		Lam facetec & foramot thrc	Y	G2	63.4025	"$3,392.92"	
63047		Lam facetec & foramot lumbar	Y	G2	63.4025	"$3,392.92"	
63055		Decompress spinal cord thrc	Y	G2	63.4025	"$3,392.92"	
63056		Decompress spinal cord lmbr	Y	G2	63.4025	"$3,392.92"	
63600		Remove spinal cord lesion	Y	A2	16.7764	$897.77	
63610		Stimulation of spinal cord	Y	J8	23.5034	"$1,257.76"	
63650		Implant neuroelectrodes	N	J8	92.473	"$4,948.60"	
63655		Implant neuroelectrodes	N	J8	335.9478	"$17,977.91"	
63661		Remove spine eltrd perq aray	N	G2	16.7764	$897.77	
63662		Remove spine eltrd plate	Y	G2	35.4703	"$1,898.16"	
63663		Revise spine eltrd perq aray	N	J8	90.8377	"$4,861.09"	
63664		Revise spine eltrd plate	N	J8	192.669	"$10,310.49"	
63685		Ins/rplc spi npg/rcvr pocket	N	J8	472.2873	"$25,273.98"	
63688		Rev/rmv imp sp npg/r dtch cn	Y	A2	35.4703	"$1,898.16"	
63744		Revision of spinal shunt	Y	J8	78.4729	"$4,199.40"	
63746		Removal of spinal shunt	N	A2	16.7764	$897.77	
64400		Njx aa&/strd trigeminal nrv	Y	P3		$80.55	
64405		Njx aa&/strd gr ocpl nrv	Y	P3		$36.35	
64408		Njx aa&/strd vagus nrv	Y	P3		$52.06	
64415		Njx aa&/strd brch plxs img	Y	A2	8.8353	$472.81	
64416		Njx aa&/strd brch pl nfs img	Y	G2	8.8353	$472.81	
64417		Njx aa&/strd ax nerve img	Y	A2	8.8353	$472.81	
64418		Njx aa&/strd sprscap nrv	Y	P3		$44.86	
64420		Njx aa&/strd ntrcost nrv 1	Y	A2	6.7034	$358.73	
64421		Njx aa&/strd ntrcost nrv ea	Y	A2	8.8353	$472.81	
64425		Njx aa&/strd ii ih nerves	Y	P3		$72.69	
64430		Njx aa&/strd pudendal nerve	Y	A2	8.8353	$472.81	
64435		Njx aa&/strd paracrv nrv	Y	P3		$50.43	
64445		Njx aa&/strd sciatic nrv img	Y	P3		$105.76	
64446		Njx aa&/strd sc nrv nfs img	Y	G2	8.8353	$472.81	
64447		Njx aa&/strd femoral nrv img	Y	P3		$66.47	
64448		Njx aa&/strd fem nrv nfs img	Y	J8	12.078	$646.34	
64449		Njx aa&/strd lmbr plex nfs	Y	G2	8.8353	$472.81	
64450		Njx aa&/strd other pn/branch	Y	P3		$46.50	
64451		Njx aa&/strd nrv nrvtg si jt	Y	G2	6.7034	$358.73	
64454		Njx aa&/strd gnclr nrv brnch	Y	G2	6.7034	$358.73	
64455		Njx aa&/strd pltr com dg nrv	Y	P3		$22.59	
64461		Pvb thoracic single inj site	Y	G2	6.7034	$358.73	
64462		Pvb thoracic 2nd+ inj site	N	N1			
64463		Pvb thoracic cont infusion	Y	G2	6.7034	$358.73	
64479		Njx aa&/strd tfrm epi c/t 1	Y	A2	8.8353	$472.81	
64480		Njx aa&/strd tfrm epi c/t ea	N	N1			
64483		Njx aa&/strd tfrm epi l/s 1	Y	A2	8.8353	$472.81	
64484		Njx aa&/strd tfrm epi l/s ea	N	N1			
64486		Tap block unil by injection	N	N1			
64487		Tap block uni by infusion	N	N1			
64488		Tap block bi injection	N	N1			
64489		Tap block bi by infusion	N	N1			
64490		Inj paravert f jnt c/t 1 lev	Y	G2	8.8353	$472.81	
64491		Inj paravert f jnt c/t 2 lev	N	N1			
64492		Inj paravert f jnt c/t 3 lev	N	N1			
64493		Inj paravert f jnt l/s 1 lev	Y	G2	8.8353	$472.81	
64494		Inj paravert f jnt l/s 2 lev	N	N1			
64495		Inj paravert f jnt l/s 3 lev	N	N1			
64505		N block spenopalatine gangl	Y	P3		$86.44	
64510		N block stellate ganglion	Y	A2	8.8353	$472.81	
64517		N block inj hypogas plxs	Y	A2	8.8353	$472.81	
64520		N block lumbar/thoracic	Y	A2	8.8353	$472.81	
64530		N block inj celiac pelus	Y	A2	8.8353	$472.81	
64553		Implant neuroelectrodes	N	J8	213.5591	"$11,428.40"	
64555		Implant neuroelectrodes	N	J8	104.9286	"$5,615.15"	
64561		Implant neuroelectrodes	N	J8	94.1299	"$5,037.27"	
64566		Neuroeltrd stim post tibial	Y	P3		$92.34	
64568		Opn impltj crnl nrv nea&pg	N	J8	479.5233	"$25,661.21"	
64569		Revise/repl vagus n eltrd	N	J8	224.7713	"$12,028.41"	
64570		Remove vagus n eltrd	N	G2	56.2989	"$3,012.78"	
64575		Opn impltj nea perph nerve	N	J8	211.9899	"$11,344.43"	
64580		Opn impltj nea neuromuscular	N	J8	295.9158	"$15,835.64"	
64581		Opn impltj nea sacral nerve	N	J8	100.0946	"$5,356.46"	
64582		Opn mpltj hpglsl nstm ary pg	N	J8	464.309	"$24,847.03"	
64583		Rev/rplct hpglsl nstm ary pg	Y	J8	201.9916	"$10,809.38"	
64584		Rmvl hpglsl nstim ary pg	N	G2	56.2989	"$3,012.78"	
64585		Rev/rmv perph nstim eltrd ra	Y	A2	35.4703	"$1,898.16"	
64590		Ins/rpl prph sac/gstr npg/r	N	J8	354.8505	"$18,989.47"	
64595		Rev/rmv prph sac/gstr npg/r	Y	G2	35.4703	"$1,898.16"	
64596		Ins/rplcmt prq eltrd ra pn 1	Y	J8	172.3745	"$9,224.45"	
64597		Ins/rplcm prq eltrd ra pn ea	N	N1			
64598	*	Revj/rmvl nea pn w/int nstim	Y	R2	35.4703	"$1,898.16"	
64600		Injection treatment of nerve	Y	A2	8.8353	$472.81	
64605		Injection treatment of nerve	Y	A2	16.7764	$897.77	
64610		Injection treatment of nerve	Y	A2	16.7764	$897.77	
64611		Chemodenerv saliv glands	Y	P3		$84.48	
64612		Destroy nerve face muscle	Y	P3		$80.22	
64615		Chemodenerv musc migraine	Y	P3		$70.73	
64616		Chemodenerv musc neck dyston	Y	P3		$70.07	
64617		Chemodener muscle larynx emg	Y	P3		$88.41	
64620		Injection treatment of nerve	Y	A2	8.8353	$472.81	
64624		Dstrj nulyt agt gnclr nrv	Y	G2	16.7764	$897.77	
64625		Rf abltj nrv nrvtg si jt	Y	G2	16.7764	$897.77	
64628		Trml dstrj ios bvn 1st 2 l/s	Y	J8	175.5967	"$9,396.88"	
64630		Injection treatment of nerve	Y	A2	8.8353	$472.81	
64632		N block inj common digit	Y	P3		$45.84	
64633		Destroy cerv/thor facet jnt	Y	G2	16.7764	$897.77	
64634		Destroy c/th facet jnt addl	N	N1			
64635		Destroy lumb/sac facet jnt	Y	G2	16.7764	$897.77	
64636		Destroy l/s facet jnt addl	N	N1			
64640		Injection treatment of nerve	Y	P3		$172.56	
64642		Chemodenerv 1 extremity 1-4	Y	P3		$84.15	
64643		Chemodenerv 1 extrem 1-4 ea	N	N1			
64644		Chemodenerv 1 extrem 5/> mus	Y	P3		$102.82	
64645		Chemodenerv 1 extrem 5/> ea	N	N1			
64646		Chemodenerv trunk musc 1-5	Y	P3		$84.48	
64647		Chemodenerv trunk musc 6/>	Y	P3		$93.32	
64650		Chemodenerv eccrine glands	Y	P3		$60.58	
64653		Chemodenerv eccrine glands	Y	P3		$67.78	
64680		Injection treatment of nerve	Y	A2	8.8353	$472.81	
64681		Injection treatment of nerve	Y	A2	8.8353	$472.81	
64702		Revise finger/toe nerve	Y	A2	16.7764	$897.77	
64704		Revise hand/foot nerve	Y	A2	16.7764	$897.77	
64708		Revise arm/leg nerve	Y	G2	16.7764	$897.77	
64712		Revision of sciatic nerve	Y	G2	16.7764	$897.77	
64713		Revision of arm nerve(s)	Y	G2	16.7764	$897.77	
64714		Revise low back nerve(s)	Y	G2	16.7764	$897.77	
64716		Revision of cranial nerve	Y	J8	21.1281	"$1,130.65"	
64718		Revise ulnar nerve at elbow	Y	A2	16.7764	$897.77	
64719		Revise ulnar nerve at wrist	Y	A2	16.7764	$897.77	
64721		Carpal tunnel surgery	Y	A2	16.7764	$897.77	
64722		Relieve pressure on nerve(s)	Y	A2	16.7764	$897.77	
64726		Release foot/toe nerve	Y	A2	16.7764	$897.77	
64727		Internal nerve revision	N	N1			
64732		Incision of brow nerve	Y	A2	16.7764	$897.77	
64734		Incision of cheek nerve	Y	A2	16.7764	$897.77	
64736		Incision of chin nerve	Y	A2	16.7764	$897.77	
64738		Incision of jaw nerve	Y	A2	16.7764	$897.77	
64740		Incision of tongue nerve	Y	A2	16.7764	$897.77	
64742		Incision of facial nerve	Y	A2	16.7764	$897.77	
64744		Incise nerve back of head	Y	A2	16.7764	$897.77	
64746		Incise diaphragm nerve	Y	A2	16.7764	$897.77	
64763		Incise hip/thigh nerve	Y	G2	16.7764	$897.77	
64766		Incise hip/thigh nerve	Y	G2	16.7764	$897.77	
64771		Sever cranial nerve	Y	A2	16.7764	$897.77	
64772		Incision of spinal nerve	Y	A2	16.7764	$897.77	
64774		Remove skin nerve lesion	Y	A2	16.7764	$897.77	
64776		Remove digit nerve lesion	Y	A2	16.7764	$897.77	
64778		Digit nerve surgery add-on	N	N1			
64782		Remove limb nerve lesion	Y	A2	16.7764	$897.77	
64783		Limb nerve surgery add-on	N	N1			
64784		Remove nerve lesion	Y	A2	16.7764	$897.77	
64786		Remove sciatic nerve lesion	Y	A2	56.2989	"$3,012.78"	
64787		Implant nerve end	N	N1			
64788		Remove skin nerve lesion	Y	A2	16.7764	$897.77	
64790		Removal of nerve lesion	Y	A2	16.7764	$897.77	
64792		Removal of nerve lesion	Y	A2	56.2989	"$3,012.78"	
64795		Biopsy of nerve	Y	A2	16.7764	$897.77	
64802		Sympathectomy cervical	Y	J8	21.1281	"$1,130.65"	
64820		Sympathectomy digital artery	Y	G2	16.7764	$897.77	
64821		Remove sympathetic nerves	Y	A2	28.3836	"$1,518.92"	
64822		Remove sympathetic nerves	Y	G2	28.3836	"$1,518.92"	
64823		Sympathectomy supfc palmar	Y	G2	28.3836	"$1,518.92"	
64831		Repair of digit nerve	Y	A2	16.7764	$897.77	
64832		Repair nerve add-on	N	N1			
64834		Repair of hand or foot nerve	Y	A2	56.2989	"$3,012.78"	
64835		Repair of hand or foot nerve	Y	A2	56.2989	"$3,012.78"	
64836		Repair of hand or foot nerve	Y	A2	56.2989	"$3,012.78"	
64837		Repair nerve add-on	N	N1			
64840		Repair of leg nerve	Y	A2	56.2989	"$3,012.78"	
64856		Repair/transpose nerve	Y	A2	56.2989	"$3,012.78"	
64857		Repair arm/leg nerve	Y	A2	56.2989	"$3,012.78"	
64858		Repair sciatic nerve	Y	J8	27.9673	"$1,496.64"	
64859		Nerve surgery	N	N1			
64861		Repair of arm nerves	Y	A2	16.7764	$897.77	
64862		Repair of low back nerves	Y	A2	56.2989	"$3,012.78"	
64864		Repair of facial nerve	Y	A2	56.2989	"$3,012.78"	
64865		Repair of facial nerve	Y	J8	70.9026	"$3,794.28"	
64872		Subsequent repair of nerve	N	N1			
64874		Repair & revise nerve add-on	N	N1			
64876		Repair nerve/shorten bone	N	N1			
64885		Nerve graft head/neck <4 cm	Y	J8	84.0081	"$4,495.61"	
64886		Nerve graft head/neck >4 cm	Y	G2	56.2989	"$3,012.78"	
64890		Nrv grf 1strnd hnd/foot <4cm	Y	J8	85.6335	"$4,582.59"	
64891		Nrv grf 1strnd hnd/foot >4cm	Y	J8	70.9026	"$3,794.28"	
64892		Nrv grf 1strnd arm/leg <4cm	Y	J8	86.2505	"$4,615.61"	
64893		Nrv grf 1strnd arm/leg >4 cm	Y	J8	87.3953	"$4,676.87"	
64895		Nrv grf mltst hnd/foot <4 cm	Y	A2	56.2989	"$3,012.78"	
64896		Nrv grf mltst hnd/foot >4 cm	Y	A2	56.2989	"$3,012.78"	
64897		Nrv grf mltst arm/leg <4 cm	Y	J8	76.2965	"$4,082.93"	
64898		Nrv grf mltst arm/leg >4 cm	Y	A2	56.2989	"$3,012.78"	
64901		Nerve graft add-on	N	N1			
64902		Nerve graft add-on	N	N1			
64905		Nerve pedicle transfer	Y	A2	56.2989	"$3,012.78"	
64907		Nerve pedicle transfer	Y	A2	56.2989	"$3,012.78"	
64910		Nerve repair w/allograft	Y	J8	80.1263	"$4,287.88"	
64912		Nrv rpr w/nrv algrft 1st	Y	J8	85.5722	"$4,579.31"	
64913		Nrv rpr w/nrv algrft ea addl	N	N1			
65091		Revise eye	Y	A2	27.7926	"$1,487.29"	
65093		Revise eye with implant	Y	A2	27.7926	"$1,487.29"	
65101		Removal of eye	Y	A2	27.7926	"$1,487.29"	
65103		Remove eye/insert implant	Y	A2	27.7926	"$1,487.29"	
65105		Remove eye/attach implant	Y	A2	27.7926	"$1,487.29"	
65110		Removal of eye	Y	A2	27.7926	"$1,487.29"	
65112		Remove eye/revise socket	Y	A2	27.7926	"$1,487.29"	
65114		Remove eye/revise socket	Y	A2	27.7926	"$1,487.29"	
65125		Revise ocular implant	Y	G2	18.2852	$978.51	
65130		Insert ocular implant	Y	A2	27.7926	"$1,487.29"	
65135		Insert ocular implant	Y	J8	35.8833	"$1,920.26"	
65140		Attach ocular implant	Y	A2	27.7926	"$1,487.29"	
65150		Revise ocular implant	Y	A2	27.7926	"$1,487.29"	
65155		Reinsert ocular implant	Y	A2	27.7926	"$1,487.29"	
65175		Removal of ocular implant	Y	A2	27.7926	"$1,487.29"	
65205		Remove foreign body from eye	N	N1			
65210		Remove foreign body from eye	N	N1			
65220		Remove foreign body from eye	N	N1			
65222		Remove foreign body from eye	N	N1			
65235		Remove foreign body from eye	Y	A2	22.1195	"$1,183.70"	
65260		Remove foreign body from eye	Y	A2	22.1195	"$1,183.70"	
65265		Remove foreign body from eye	Y	A2	22.1195	"$1,183.70"	
65270		Repair of eye wound	Y	A2	18.2852	$978.51	
65272		Repair of eye wound	Y	A2	18.2852	$978.51	
65275		Repair of eye wound	Y	A2	27.7926	"$1,487.29"	
65280		Repair of eye wound	Y	A2	48.3152	"$2,585.54"	
65285		Repair of eye wound	Y	A2	48.3152	"$2,585.54"	
65286		Repair of eye wound	Y	P3		$447.61	
65290		Repair of eye socket wound	Y	A2	27.7926	"$1,487.29"	
65400		Removal of eye lesion	Y	A2	9.8139	$525.18	
65410		Biopsy of cornea	Y	A2	18.2852	$978.51	
65420		Removal of eye lesion	Y	A2	18.2852	$978.51	
65426		Removal of eye lesion	Y	A2	18.2852	$978.51	
65430		Corneal smear	N	N1			
65435		Curette/treat cornea	Y	P3		$48.13	
65436		Curette/treat cornea	Y	P3		$208.58	
65450		Treatment of corneal lesion	Y	G2	2.8238	$151.11	
65600		Revision of cornea	Y	P3		$280.29	
65710		Corneal transplant	Y	A2	48.3152	"$2,585.54"	
65730		Corneal transplant	Y	A2	38.2149	"$2,045.03"	
65750		Corneal transplant	Y	A2	48.3152	"$2,585.54"	
65755		Corneal transplant	Y	A2	38.2149	"$2,045.03"	
65756		Corneal trnspl endothelial	Y	G2	38.2149	"$2,045.03"	
65757		Prep corneal endo allograft	N	N1			
65770		Revise cornea with implant	Y	J8	201.1283	"$10,763.18"	
65772		Correction of astigmatism	Y	A2	9.8139	$525.18	
65775		Correction of astigmatism	Y	A2	18.2852	$978.51	
65778		Cover eye w/membrane	N	N1			
65779		Cover eye w/membrane suture	N	N1			
65780		Ocular reconst transplant	Y	G2	27.7926	"$1,487.29"	
65781		Ocular reconst transplant	Y	J8	71.5697	"$3,829.98"	
65782		Ocular reconst transplant	Y	A2	27.7926	"$1,487.29"	
65785	*	Impltj ntrstrml crnl rng seg	Y	P3		"$1,890.65"	
65800		Drainage of eye	Y	A2	22.1195	"$1,183.70"	
65810		Drainage of eye	Y	A2	22.1195	"$1,183.70"	
65815		Drainage of eye	Y	A2	22.1195	"$1,183.70"	
65820		Relieve inner eye pressure	Y	A2	38.2149	"$2,045.03"	
65850		Incision of eye	Y	A2	22.1195	"$1,183.70"	
65855		Trabeculoplasty laser surg	Y	P3		$133.27	
65860		Incise inner eye adhesions	Y	P3		$173.54	
65865		Incise inner eye adhesions	Y	A2	22.1195	"$1,183.70"	
65870		Incise inner eye adhesions	Y	A2	22.1195	"$1,183.70"	
65875		Incise inner eye adhesions	Y	A2	22.1195	"$1,183.70"	
65880		Incise inner eye adhesions	Y	A2	38.2149	"$2,045.03"	
65900		Remove eye lesion	Y	A2	22.1195	"$1,183.70"	
65920		Remove implant of eye	Y	A2	22.1195	"$1,183.70"	
65930		Remove blood clot from eye	Y	A2	22.1195	"$1,183.70"	
66020		Injection treatment of eye	Y	A2	22.1195	"$1,183.70"	
66030		Injection treatment of eye	Y	A2	22.1195	"$1,183.70"	
66130		Remove eye lesion	Y	A2	18.2852	$978.51	
66150		Glaucoma surgery	Y	A2	38.2149	"$2,045.03"	
66155		Glaucoma surgery	Y	J8	52.6331	"$2,816.61"	
66160		Glaucoma surgery	Y	A2	22.1195	"$1,183.70"	
66170		Glaucoma surgery	Y	A2	22.1195	"$1,183.70"	
66172		Incision of eye	Y	A2	22.1195	"$1,183.70"	
66174		Trluml dil aq o/f can w/o st	Y	A2	38.2149	"$2,045.03"	
66175		Trluml dil aq o/f can w/st	Y	J8	66.5443	"$3,561.05"	
66179		Aqueous shunt eye w/o graft	Y	J8	60.937	"$3,260.98"	
66180		Aqueous shunt eye w/graft	Y	J8	49.0677	"$2,625.81"	
66183		Insert ant drainage device	Y	J8	54.5646	"$2,919.97"	
66184		Revision of aqueous shunt	Y	G2	22.1195	"$1,183.70"	
66185		Revise aqueous shunt eye	Y	A2	22.1195	"$1,183.70"	
66225		Repair/graft eye lesion	Y	J8	60.848	"$3,256.22"	
66250		Follow-up surgery of eye	Y	A2	18.2852	$978.51	
66500		Incision of iris	Y	A2	22.1195	"$1,183.70"	
66505		Incision of iris	Y	A2	22.1195	"$1,183.70"	
66600		Remove iris and lesion	Y	A2	38.2149	"$2,045.03"	
66605		Removal of iris	Y	A2	22.1195	"$1,183.70"	
66625		Removal of iris	Y	A2	22.1195	"$1,183.70"	
66630		Removal of iris	Y	A2	22.1195	"$1,183.70"	
66635		Removal of iris	Y	A2	22.1195	"$1,183.70"	
66680		Repair iris & ciliary body	Y	A2	22.1195	"$1,183.70"	
66682		Repair iris & ciliary body	Y	A2	22.1195	"$1,183.70"	
66700		Destruction ciliary body	Y	A2	22.1195	"$1,183.70"	
66710		Ciliary transsleral therapy	Y	A2	18.2852	$978.51	
66711		Ecp ciliary body destruction	Y	A2	22.1195	"$1,183.70"	
66720		Destruction ciliary body	Y	A2	18.2852	$978.51	
66740		Destruction ciliary body	Y	A2	18.2852	$978.51	
66761		Revision of iris	Y	P3		$186.31	
66762		Revision of iris	Y	P3		$277.02	
66770		Removal of inner eye lesion	Y	P2	5.6345	$301.52	
66820		Incision secondary cataract	Y	G2	22.1195	"$1,183.70"	
66821		After cataract laser surgery	Y	A2	5.6345	$301.52	
66825		Reposition intraocular lens	Y	A2	22.1195	"$1,183.70"	
66830		Removal of lens lesion	Y	A2	22.1195	"$1,183.70"	
66840		Removal of lens material	Y	A2	22.1195	"$1,183.70"	
66850		Removal of lens material	Y	A2	22.1195	"$1,183.70"	
66852		Removal of lens material	Y	A2	38.2149	"$2,045.03"	
66920		Extraction of lens	Y	A2	22.1195	"$1,183.70"	
66930		Extraction of lens	Y	A2	38.2149	"$2,045.03"	
66940		Extraction of lens	Y	A2	22.1195	"$1,183.70"	
